school_year,aggregation_type,county_name,school_name,subgroup_name,enroll_cnt,grad_cnt,drop_cnt,grad_pct,drop_pct
2019-20,School,Fulton County,Cambridge High School,Economically Disadvantaged,27,25,2,0.925925926,0.074074074
2019-20,School,Fulton County,Alpharetta High School,Multiracial,27,25,2,0.925925926,0.074074074
2019-20,School,Gwinnett County,Mill Creek High School,Limited English Proficient,27,21,6,0.777777778,0.222222222
2019-20,School,Gwinnett County,Gwinnett Online Campus,Hispanic,27,12,15,0.444444444,0.555555556
2019-20,School,Hall County,Flowery Branch High,Students with Disability,27,27,0,1,0
2019-20,School,Hall County,Cherokee Bluff High School,Hispanic,27,25,2,0.925925926,0.074074074
2019-20,School,Hall County,North Hall High School,Students with Disability,27,20,7,0.740740741,0.259259259
2019-20,School,Henry County,Ola High School,Hispanic,27,23,4,0.851851852,0.148148148
2019-20,School,Houston County,Houston County High School,Active Duty,27,27,0,1,0
2019-20,School,Jackson County,Jackson County Comprehensive High School,Students with Disability,27,24,3,0.888888889,0.111111111
2019-20,School,Lowndes County,Lowndes High School,Multiracial,27,25,2,0.925925926,0.074074074
2019-20,School,Montgomery County,Montgomery County High School,White,27,23,4,0.851851852,0.148148148
2019-20,School,Muscogee County,Shaw High School,Active Duty,27,26,1,0.962962963,0.037037037
2019-20,School,Muscogee County,Spencer High School,Hispanic,27,22,5,0.814814815,0.185185185
2019-20,School,Peach County,Peach County High School,Students with Disability,27,23,4,0.851851852,0.148148148
2019-20,School,Pierce County,Pierce County High School,Hispanic,27,22,5,0.814814815,0.185185185
2019-20,School,Richmond County,Josey High School,Students with Disability,27,18,9,0.666666667,0.333333333
2019-20,School,Rockdale County,Salem High School,Hispanic,27,17,10,0.62962963,0.37037037
2019-20,School,Stewart County,Stewart County High School,All Students,27,25,2,0.925925926,0.074074074
2019-20,School,Stewart County,Stewart County High School,Economically Disadvantaged,27,25,2,0.925925926,0.074074074
2019-20,School,Thomas County,Thomas County Central High School,Homeless,27,27,0,1,0
2019-20,School,Treutlen County,Treutlen Middle/High School,Black,27,25,2,0.925925926,0.074074074
2019-20,School,Twiggs County,Twiggs County High School,White,27,17,10,0.62962963,0.37037037
2019-20,School,Atlanta Public Schools,Grady High School,Students with Disability,27,23,4,0.851851852,0.148148148
2019-20,School,Gainesville City,Gainesville High School,Homeless,27,20,7,0.740740741,0.259259259
2019-20,School,State Charter Schools- Georgia Cyber Academy,Georgia Cyber Academy,Asian/Pacific Islander,27,21,6,0.777777778,0.222222222
2019-20,School,Social Circle City,Social Circle High School,Economically Disadvantaged,27,25,2,0.925925926,0.074074074
2019-20,District,Ben Hill County,All Column Values,Students with Disability,28,23,5,0.821428571,0.178571429
2019-20,District,Charlton County,All Column Values,Black,28,27,1,0.964285714,0.035714286
2019-20,District,Cherokee County,All Column Values,Homeless,28,20,8,0.714285714,0.285714286
2019-20,District,Coffee County,All Column Values,Students with Disability,28,18,10,0.642857143,0.357142857
2019-20,District,Crawford County,All Column Values,Students with Disability,28,21,7,0.75,0.25
2019-20,District,Effingham County,All Column Values,Multiracial,28,25,3,0.892857143,0.107142857
2019-20,District,Fannin County,All Column Values,Students with Disability,28,25,3,0.892857143,0.107142857
2019-20,District,Floyd County,All Column Values,Multiracial,28,26,2,0.928571429,0.071428571
2019-20,District,Jenkins County,All Column Values,White,28,20,8,0.714285714,0.285714286
2019-20,District,Oglethorpe County,All Column Values,Black,28,25,3,0.892857143,0.107142857
2019-20,District,Pierce County,All Column Values,Students with Disability,28,17,11,0.607142857,0.392857143
2019-20,District,Pike County,All Column Values,Students with Disability,28,26,2,0.928571429,0.071428571
2019-20,District,Rabun County,All Column Values,Hispanic,28,25,3,0.892857143,0.107142857
2019-20,District,Sumter County,All Column Values,Students with Disability,28,23,5,0.821428571,0.178571429
2019-20,District,Troup County,All Column Values,Homeless,28,19,9,0.678571429,0.321428571
2019-20,District,Rome City,All Column Values,Homeless,28,25,3,0.892857143,0.107142857
2019-20,School,Bryan County,Richmond Hill High School,Multiracial,28,27,1,0.964285714,0.035714286
2019-20,School,Bulloch County,Portal Middle/High School,Female,28,23,5,0.821428571,0.178571429
2019-20,School,Charlton County,Charlton County High School,Black,28,27,1,0.964285714,0.035714286
2019-20,School,Savannah-Chatham County,Windsor Forest High School,White,28,22,6,0.785714286,0.214285714
2019-20,School,Clayton County,Elite Scholars Academy School,Male,28,28,0,1,0
2019-20,School,Clayton County,North Clayton High School,Students with Disability,28,18,10,0.642857143,0.357142857
2019-20,School,Columbia County,Evans High School,Active Duty,28,26,2,0.928571429,0.071428571
2019-20,School,Columbia County,Evans High School,Multiracial,28,26,2,0.928571429,0.071428571
2019-20,School,Crawford County,Crawford County High School,Students with Disability,28,21,7,0.75,0.25
2019-20,School,DeKalb County,Tucker High School,White,28,22,6,0.785714286,0.214285714
2019-20,School,Dougherty County,Westover High School,Students with Disability,28,21,7,0.75,0.25
2019-20,School,Douglas County,Lithia Springs Comprehensive High School,Limited English Proficient,28,22,6,0.785714286,0.214285714
2019-20,School,Fannin County,Fannin County High School,Students with Disability,28,25,3,0.892857143,0.107142857
2019-20,School,Forsyth County,West Forsyth High School,Black,28,22,6,0.785714286,0.214285714
2019-20,School,Forsyth County,Forsyth Central High School,Black,28,25,3,0.892857143,0.107142857
2019-20,School,Fulton County,Northview High School,Students with Disability,28,21,7,0.75,0.25
2019-20,School,Fulton County,Johns Creek High School,Limited English Proficient,28,25,3,0.892857143,0.107142857
2019-20,School,Gordon County,Sonoraville High School,Students with Disability,28,26,2,0.928571429,0.071428571
2019-20,School,Gwinnett County,Lanier High School,Asian/Pacific Islander,28,28,0,1,0
2019-20,School,Jenkins County,Jenkins County High School,White,28,20,8,0.714285714,0.285714286
2019-20,School,Laurens County,West Laurens High School,Students with Disability,28,25,3,0.892857143,0.107142857
2019-20,School,Oglethorpe County,Oglethorpe County High School,Black,28,25,3,0.892857143,0.107142857
2019-20,School,Pierce County,Pierce County High School,Students with Disability,28,17,11,0.607142857,0.392857143
2019-20,School,Pike County,Zebulon High School,All Students,28,25,3,0.892857143,0.107142857
2019-20,School,Rabun County,Rabun County High School,Hispanic,28,25,3,0.892857143,0.107142857
2019-20,School,Richmond County,Hephzibah High School,Students with Disability,28,20,8,0.714285714,0.285714286
2019-20,School,Griffin-Spalding County,AZ Kelsey Academy,Economically Disadvantaged,28,20,8,0.714285714,0.285714286
2019-20,School,Worth County,Worth County Achievement Center,Economically Disadvantaged,28,12,16,0.428571429,0.571428571
2019-20,School,Atlanta Public Schools,Mays High School,Homeless,28,22,6,0.785714286,0.214285714
2019-20,School,Atlanta Public Schools,South Atlanta High School,Homeless,28,22,6,0.785714286,0.214285714
2019-20,School,Rome City,Rome High School,Homeless,28,25,3,0.892857143,0.107142857
2019-20,District,Appling County,All Column Values,Students with Disability,29,18,11,0.620689655,0.379310345
2019-20,District,Ben Hill County,All Column Values,Hispanic,29,29,0,1,0
2019-20,District,Bulloch County,All Column Values,Homeless,29,22,7,0.75862069,0.24137931
2019-20,District,Calhoun County,All Column Values,Female,29,27,2,0.931034483,0.068965517
2019-20,District,Chattahoochee County,All Column Values,Black,29,25,4,0.862068966,0.137931034
2019-20,District,Jeff Davis County,All Column Values,Black,29,28,1,0.965517241,0.034482759
2019-20,District,Long County,All Column Values,Students with Disability,29,19,10,0.655172414,0.344827586
2019-20,District,Screven County,All Column Values,Students with Disability,29,16,13,0.551724138,0.448275862
2019-20,District,Talbot County,All Column Values,Black,29,25,4,0.862068966,0.137931034
2019-20,District,Turner County,All Column Values,White,29,26,3,0.896551724,0.103448276
2019-20,District,Walker County,All Column Values,Hispanic,29,26,3,0.896551724,0.103448276
2019-20,District,Walton County,All Column Values,Limited English Proficient,29,22,7,0.75862069,0.24137931
2019-20,District,Walton County,All Column Values,Multiracial,29,26,3,0.896551724,0.103448276
2019-20,District,Ware County,All Column Values,Hispanic,29,28,1,0.965517241,0.034482759
2019-20,School,Appling County,Appling County High School,Students with Disability,29,18,11,0.620689655,0.379310345
2019-20,School,Ben Hill County,Fitzgerald High School,Hispanic,29,29,0,1,0
2019-20,School,Bulloch County,Portal Middle/High School,Not Economically Disadvantaged,29,29,0,1,0
2019-20,School,Calhoun County,Calhoun County High School,Female,29,27,2,0.931034483,0.068965517
2019-20,School,Catoosa County,Lakeview-Fort Oglethorpe High School,Homeless,29,18,11,0.620689655,0.379310345
2019-20,School,Savannah-Chatham County,Groves High School,Hispanic,29,22,7,0.75862069,0.24137931
2019-20,School,Chattahoochee County,Chattahoochee County High School,Black,29,25,4,0.862068966,0.137931034
2019-20,School,Cobb County,Lassiter High School,Black,29,29,0,1,0
2019-20,School,Columbia County,Lakeside High School,Hispanic,29,25,4,0.862068966,0.137931034
2019-20,School,Decatur County,Bainbridge High School,Students with Disability,29,23,6,0.793103448,0.206896552
2019-20,School,DeKalb County,Tapestry Public Charter School,All Students,29,25,4,0.862068966,0.137931034
2019-20,School,Floyd County,Pepperell High School,Students with Disability,29,25,4,0.862068966,0.137931034
2019-20,School,Forsyth County,South Forsyth High School,Students with Disability,29,28,1,0.965517241,0.034482759
2019-20,School,Forsyth County,Lambert High School,Economically Disadvantaged,29,28,1,0.965517241,0.034482759
2019-20,School,Fulton County,Cambridge High School,Students with Disability,29,29,0,1,0
2019-20,School,Fulton County,Alpharetta High School,Limited English Proficient,29,24,5,0.827586207,0.172413793
2019-20,School,Fulton County,North Springs High School,Students with Disability,29,27,2,0.931034483,0.068965517
2019-20,School,Henry County,Eagle's Landing High School,White,29,22,7,0.75862069,0.24137931
2019-20,School,Houston County,Northside High School,Multiracial,29,25,4,0.862068966,0.137931034
2019-20,School,Jackson County,East Jackson Comprehensive High School,Students with Disability,29,23,6,0.793103448,0.206896552
2019-20,School,Jeff Davis County,Jeff Davis High School,Black,29,28,1,0.965517241,0.034482759
2019-20,School,Long County,Long County High School,Students with Disability,29,19,10,0.655172414,0.344827586
2019-20,School,Oconee County,North Oconee High School,Students with Disability,29,28,1,0.965517241,0.034482759
2019-20,School,Richmond County,Glenn Hills High School,Students with Disability,29,23,6,0.793103448,0.206896552
2019-20,School,Richmond County,Davidson Magnet School,Male,29,29,0,1,0
2019-20,School,Screven County,Screven County High School,Students with Disability,29,16,13,0.551724138,0.448275862
2019-20,School,Talbot County,Central Elementary/High School,Black,29,25,4,0.862068966,0.137931034
2019-20,School,Turner County,Turner County High School,White,29,26,3,0.896551724,0.103448276
2019-20,School,Ware County,Ware County High School,Hispanic,29,28,1,0.965517241,0.034482759
2019-20,School,Atlanta Public Schools,Corretta Scott King Womens' Leadership Academy,Students without Disability,29,29,0,1,0
2019-20,School,Atlanta Public Schools,Carver High School,Students with Disability,29,12,17,0.413793103,0.586206897
2019-20,District,Bulloch County,All Column Values,Limited English Proficient,30,19,11,0.633333333,0.366666667
2019-20,District,Long County,All Column Values,Multiracial,30,29,1,0.966666667,0.033333333
2019-20,District,Madison County,All Column Values,Black,30,28,2,0.933333333,0.066666667
2019-20,District,McDuffie County,All Column Values,Students with Disability,30,21,9,0.7,0.3
2019-20,District,Newton County,All Column Values,Limited English Proficient,30,20,10,0.666666667,0.333333333
2019-20,District,Pierce County,All Column Values,Black,30,27,3,0.9,0.1
2019-20,District,Rockdale County,All Column Values,Asian/Pacific Islander,30,28,2,0.933333333,0.066666667
2019-20,District,Troup County,All Column Values,Multiracial,30,22,8,0.733333333,0.266666667
2019-20,District,Walker County,All Column Values,Multiracial,30,29,1,0.966666667,0.033333333
2019-20,District,Wilkinson County,All Column Values,White,30,27,3,0.9,0.1
2019-20,School,Candler County,Metter High School,Black,30,30,0,1,0
2019-20,School,Clayton County,Charles R. Drew High School,Limited English Proficient,30,16,14,0.533333333,0.466666667
2019-20,School,Cobb County,Walton High School,Hispanic,30,28,2,0.933333333,0.066666667
2019-20,School,Cobb County,Pope High School,Black,30,27,3,0.9,0.1
2019-20,School,Cobb County,Pope High School,Hispanic,30,26,4,0.866666667,0.133333333
2019-20,School,Cobb County,Campbell High School,Asian/Pacific Islander,30,29,1,0.966666667,0.033333333
2019-20,School,Columbia County,Greenbrier High School,Students with Disability,30,27,3,0.9,0.1
2019-20,School,Effingham County,South Effingham High School,Hispanic,30,30,0,1,0
2019-20,School,Floyd County,Coosa High School,Hispanic,30,27,3,0.9,0.1
2019-20,School,Forsyth County,Denmark High School,Black,30,28,2,0.933333333,0.066666667
2019-20,School,Fulton County,Northview High School,Limited English Proficient,30,26,4,0.866666667,0.133333333
2019-20,School,Gwinnett County,Mill Creek High School,Multiracial,30,29,1,0.966666667,0.033333333
2019-20,School,Long County,Long County High School,Multiracial,30,29,1,0.966666667,0.033333333
2019-20,School,Madison County,Madison County High School,Black,30,28,2,0.933333333,0.066666667
2019-20,School,McDuffie County,Thomson High School,Students with Disability,30,21,9,0.7,0.3
2019-20,School,Pierce County,Pierce County High School,Black,30,27,3,0.9,0.1
2019-20,School,Richmond County,Cross Creek High School,Students with Disability,30,22,8,0.733333333,0.266666667
2019-20,School,Griffin-Spalding County,Griffin High School,Hispanic,30,30,0,1,0
2019-20,School,Griffin-Spalding County,AZ Kelsey Academy,Students without Disability,30,20,10,0.666666667,0.333333333
2019-20,School,Sumter County,Furlow Charter School,White,30,23,7,0.766666667,0.233333333
2019-20,School,Wilkinson County,Wilkinson County High School,White,30,27,3,0.9,0.1
2019-20,School,Atlanta Public Schools,"Maynard H. Jackson, Jr. High School",White,30,27,3,0.9,0.1
2019-20,School,Atlanta Public Schools,Douglass High School,Students with Disability,30,15,15,0.5,0.5
2019-20,School,Dalton Public Schools,Dalton High School,Homeless,30,26,4,0.866666667,0.133333333
2019-20,District,Bibb County,All Column Values,Limited English Proficient,31,18,13,0.580645161,0.419354839
2019-20,District,Coweta County,All Column Values,Asian/Pacific Islander,31,30,1,0.967741935,0.032258065
2019-20,District,Jenkins County,All Column Values,Male,31,23,8,0.741935484,0.258064516
2019-20,District,Lowndes County,All Column Values,Active Duty,31,31,0,1,0
2019-20,District,McIntosh County,All Column Values,Black,31,31,0,1,0
2019-20,District,Miller County,All Column Values,Female,31,25,6,0.806451613,0.193548387
2019-20,District,Randolph County,All Column Values,Female,31,28,3,0.903225806,0.096774194
2019-20,District,Rockdale County,All Column Values,Limited English Proficient,31,17,14,0.548387097,0.451612903
2019-20,District,Wilcox County,All Column Values,Black,31,31,0,1,0
2019-20,District,Dalton Public Schools,All Column Values,Black,31,25,6,0.806451613,0.193548387
2019-20,District,Marietta City,All Column Values,Homeless,31,25,6,0.806451613,0.193548387
2019-20,District,State Charter Schools- Georgia Connections Academy,All Column Values,Active Duty,31,18,13,0.580645161,0.419354839
2019-20,District,State Charter Schools- Georgia Connections Academy,All Column Values,Multiracial,31,16,15,0.516129032,0.483870968
2019-20,School,Savannah-Chatham County,New Hampstead High School,Hispanic,31,29,2,0.935483871,0.064516129
2019-20,School,Savannah-Chatham County,Beach High School,Students with Disability,31,21,10,0.677419355,0.322580645
2019-20,School,Cobb County,Pope High School,Asian/Pacific Islander,31,31,0,1,0
2019-20,School,Cobb County,Lassiter High School,Economically Disadvantaged,31,29,2,0.935483871,0.064516129
2019-20,School,DeKalb County,Dekalb Early College Academy,Not Economically Disadvantaged,31,31,0,1,0
2019-20,School,DeKalb County,Dunwoody High School,Asian/Pacific Islander,31,28,3,0.903225806,0.096774194
2019-20,School,Dodge County,Dodge County High School,Students with Disability,31,28,3,0.903225806,0.096774194
2019-20,School,Effingham County,Effingham County High School,Hispanic,31,30,1,0.967741935,0.032258065
2019-20,School,Emanuel County,Emanuel County Institute,Black,31,30,1,0.967741935,0.032258065
2019-20,School,Fayette County,Whitewater High School,Hispanic,31,28,3,0.903225806,0.096774194
2019-20,School,Gwinnett County,North Gwinnett High School,Limited English Proficient,31,25,6,0.806451613,0.193548387
2019-20,School,Henry County,Hampton High School,Hispanic,31,24,7,0.774193548,0.225806452
2019-20,School,Jenkins County,Jenkins County High School,Male,31,23,8,0.741935484,0.258064516
2019-20,School,Lowndes County,Lowndes High School,Active Duty,31,31,0,1,0
2019-20,School,McIntosh County,McIntosh Academy,Black,31,31,0,1,0
2019-20,School,Miller County,Miller County High School,Female,31,25,6,0.806451613,0.193548387
2019-20,School,Paulding County,South Paulding High School,Hispanic,31,29,2,0.935483871,0.064516129
2019-20,School,Randolph County,Randolph Clay High School,Female,31,28,3,0.903225806,0.096774194
2019-20,School,Richmond County,Academy of Richmond County High School,Students with Disability,31,25,6,0.806451613,0.193548387
2019-20,School,Walton County,Walnut Grove High School,Students with Disability,31,24,7,0.774193548,0.225806452
2019-20,School,Wilcox County,Wilcox County High School,Black,31,31,0,1,0
2019-20,School,Atlanta Public Schools,Corretta Scott King Womens' Leadership Academy,Black,31,31,0,1,0
2019-20,School,Marietta City,Marietta High School,Homeless,31,25,6,0.806451613,0.193548387
2019-20,School,State Charter Schools- Georgia Connections Academy,Georgia Connections Academy,Active Duty,31,18,13,0.580645161,0.419354839
2019-20,School,State Charter Schools- Georgia Connections Academy,Georgia Connections Academy,Multiracial,31,16,15,0.516129032,0.483870968
2019-20,District,Banks County,All Column Values,Students with Disability,32,29,3,0.90625,0.09375
2019-20,District,Bryan County,All Column Values,Multiracial,32,31,1,0.96875,0.03125
2019-20,District,Coweta County,All Column Values,Limited English Proficient,32,24,8,0.75,0.25
2019-20,District,Gwinnett County,All Column Values,American Indian/Alaska Native,32,24,8,0.75,0.25
2019-20,District,Talbot County,All Column Values,Students without Disability,32,27,5,0.84375,0.15625
2019-20,District,Treutlen County,All Column Values,Male,32,23,9,0.71875,0.28125
2019-20,District,Carrollton City,All Column Values,Limited English Proficient,32,17,15,0.53125,0.46875
2019-20,District,Commission Charter Schools- Pataula Charter Academy,All Column Values,Students without Disability,32,29,3,0.90625,0.09375
2019-20,School,Banks County,Banks County High School,Students with Disability,32,29,3,0.90625,0.09375
2019-20,School,Bartow County,Adairsville High School,Students with Disability,32,25,7,0.78125,0.21875
2019-20,School,Bibb County,Westside High School,Students with Disability,32,26,6,0.8125,0.1875
2019-20,School,Savannah-Chatham County,Savannah Early College High School,Female,32,32,0,1,0
2019-20,School,Savannah-Chatham County,Windsor Forest High School,Students with Disability,32,28,4,0.875,0.125
2019-20,School,DeKalb County,Dekalb Early College Academy,Economically Disadvantaged,32,32,0,1,0
2019-20,School,DeKalb County,Southwest DeKalb High School,Students with Disability,32,21,11,0.65625,0.34375
2019-20,School,Fayette County,McIntosh High School,Students with Disability,32,22,10,0.6875,0.3125
2019-20,School,Fulton County,Milton High School,Limited English Proficient,32,26,6,0.8125,0.1875
2019-20,School,Fulton County,Tri-Cities High School,Limited English Proficient,32,14,18,0.4375,0.5625
2019-20,School,Gwinnett County,Brookwood High School,Multiracial,32,31,1,0.96875,0.03125
2019-20,School,Gwinnett County,Paul Duke STEM High School,Black,32,29,3,0.90625,0.09375
2019-20,School,Hall County,Cherokee Bluff High School,Economically Disadvantaged,32,27,5,0.84375,0.15625
2019-20,School,Haralson County,Haralson County High School,Students with Disability,32,31,1,0.96875,0.03125
2019-20,School,Oconee County,North Oconee High School,Hispanic,32,32,0,1,0
2019-20,School,Rockdale County,Rockdale County High School,Homeless,32,25,7,0.78125,0.21875
2019-20,School,Griffin-Spalding County,AZ Kelsey Academy,All Students,32,21,11,0.65625,0.34375
2019-20,School,Sumter County,Furlow Charter School,Students without Disability,32,27,5,0.84375,0.15625
2019-20,School,Talbot County,Central Elementary/High School,Students without Disability,32,27,5,0.84375,0.15625
2019-20,School,Thomas County,Thomas County Central High School,Students with Disability,32,27,5,0.84375,0.15625
2019-20,School,Treutlen County,Treutlen Middle/High School,Male,32,23,9,0.71875,0.28125
2019-20,School,Troup County,Troup County High School,Students with Disability,32,25,7,0.78125,0.21875
2019-20,School,Worth County,Worth County Achievement Center,Students without Disability,32,11,21,0.34375,0.65625
2019-20,School,Atlanta Public Schools,Booker T. Washington High School,Students with Disability,32,19,13,0.59375,0.40625
2019-20,School,Carrollton City,Carrollton High School,Limited English Proficient,32,17,15,0.53125,0.46875
2019-20,School,Commission Charter Schools- Pataula Charter Academy,Pataula Charter Academy,Students without Disability,32,29,3,0.90625,0.09375
2019-20,District,Bartow County,All Column Values,Homeless,33,26,7,0.787878788,0.212121212
2019-20,District,Bibb County,All Column Values,Multiracial,33,28,5,0.848484848,0.151515152
2019-20,District,Franklin County,All Column Values,Students with Disability,33,25,8,0.757575758,0.242424242
2019-20,District,Gilmer County,All Column Values,Limited English Proficient,33,29,4,0.878787879,0.121212121
2019-20,District,Haralson County,All Column Values,Students with Disability,33,32,1,0.96969697,0.03030303
2019-20,District,Jackson County,All Column Values,Black,33,33,0,1,0
2019-20,District,Madison County,All Column Values,Hispanic,33,31,2,0.939393939,0.060606061
2019-20,District,Stephens County,All Column Values,Black,33,30,3,0.909090909,0.090909091
2019-20,District,Thomas County,All Column Values,Homeless,33,32,1,0.96969697,0.03030303
2019-20,District,Treutlen County,All Column Values,Female,33,29,4,0.878787879,0.121212121
2019-20,District,Walker County,All Column Values,Black,33,32,1,0.96969697,0.03030303
2019-20,District,Rome City,All Column Values,Limited English Proficient,33,30,3,0.909090909,0.090909091
2019-20,School,Savannah-Chatham County,New Hampstead High School,Students with Disability,33,28,5,0.848484848,0.151515152
2019-20,School,Cobb County,Sprayberry High School,Asian/Pacific Islander,33,30,3,0.909090909,0.090909091
2019-20,School,Cobb County,Wheeler High School,Students with Disability,33,28,5,0.848484848,0.151515152
2019-20,School,Coffee County,Wiregrass Regional College and Career Academy,Female,33,32,1,0.96969697,0.03030303
2019-20,School,Decatur County,New Beginning Learning Center,Black,33,23,10,0.696969697,0.303030303
2019-20,School,DeKalb County,Stone Mountain High School,Asian/Pacific Islander,33,28,5,0.848484848,0.151515152
2019-20,School,DeKalb County,Stone Mountain High School,Hispanic,33,23,10,0.696969697,0.303030303
2019-20,School,DeKalb County,Clarkston High School,Students with Disability,33,11,22,0.333333333,0.666666667
2019-20,School,Franklin County,Franklin County High School,Students with Disability,33,25,8,0.757575758,0.242424242
2019-20,School,Gilmer County,Gilmer High School,Limited English Proficient,33,29,4,0.878787879,0.121212121
2019-20,School,Gordon County,Sonoraville High School,Hispanic,33,30,3,0.909090909,0.090909091
2019-20,School,Gordon County,Sonoraville High School,Homeless,33,28,5,0.848484848,0.151515152
2019-20,School,Gwinnett County,Mountain View High School,Limited English Proficient,33,26,7,0.787878788,0.212121212
2019-20,School,Gwinnett County,McClure Health Science High School,Hispanic,33,32,1,0.96969697,0.03030303
2019-20,School,Hall County,East Hall High School,Students with Disability,33,24,9,0.727272727,0.272727273
2019-20,School,Henry County,Dutchtown High,Hispanic,33,29,4,0.878787879,0.121212121
2019-20,School,Madison County,Madison County High School,Hispanic,33,31,2,0.939393939,0.060606061
2019-20,School,Richmond County,Johnson Magnet,Male,33,33,0,1,0
2019-20,School,Griffin-Spalding County,Spalding High School,Students with Disability,33,26,7,0.787878788,0.212121212
2019-20,School,Stephens County,Stephens County High School,Black,33,30,3,0.909090909,0.090909091
2019-20,School,Treutlen County,Treutlen Middle/High School,Female,33,29,4,0.878787879,0.121212121
2019-20,School,Atlanta Public Schools,Atlanta Classical Academy,White,33,32,1,0.96969697,0.03030303
2019-20,School,Dalton Public Schools,Dalton High School,Students with Disability,33,28,5,0.848484848,0.151515152
2019-20,School,Rome City,Rome High School,Limited English Proficient,33,30,3,0.909090909,0.090909091
2019-20,District,Cobb County,All Column Values,Active Duty,34,31,3,0.911764706,0.088235294
2019-20,District,Crisp County,All Column Values,Students with Disability,34,27,7,0.794117647,0.205882353
2019-20,District,Glascock County,All Column Values,Students without Disability,34,31,3,0.911764706,0.088235294
2019-20,District,Lanier County,All Column Values,Black,34,32,2,0.941176471,0.058823529
2019-20,District,Lincoln County,All Column Values,Not Economically Disadvantaged,34,34,0,1,0
2019-20,District,Lumpkin County,All Column Values,Students with Disability,34,30,4,0.882352941,0.117647059
2019-20,District,Taylor County,All Column Values,Black,34,29,5,0.852941176,0.147058824
2019-20,District,Towns County,All Column Values,Female,34,34,0,1,0
2019-20,District,Troup County,All Column Values,Hispanic,34,28,6,0.823529412,0.176470588
2019-20,District,Wheeler County,All Column Values,Female,34,30,4,0.882352941,0.117647059
2019-20,District,Cartersville City,All Column Values,Students with Disability,34,24,10,0.705882353,0.294117647
2019-20,School,Catoosa County,Lakeview-Fort Oglethorpe High School,Students with Disability,34,26,8,0.764705882,0.235294118
2019-20,School,Clayton County,Mundy's Mill High School,Hispanic,34,27,7,0.794117647,0.205882353
2019-20,School,Clayton County,Morrow High School,Limited English Proficient,34,29,5,0.852941176,0.147058824
2019-20,School,Crisp County,Crisp County High School,Students with Disability,34,27,7,0.794117647,0.205882353
2019-20,School,DeKalb County,Chamblee Charter High School,Students with Disability,34,17,17,0.5,0.5
2019-20,School,Douglas County,Chapel Hill High School,Students with Disability,34,29,5,0.852941176,0.147058824
2019-20,School,Douglas County,New Manchester High School,White,34,28,6,0.823529412,0.176470588
2019-20,School,Fayette County,Fayette County High School,Students with Disability,34,28,6,0.823529412,0.176470588
2019-20,School,Forsyth County,South Forsyth High School,Economically Disadvantaged,34,32,2,0.941176471,0.058823529
2019-20,School,Fulton County,Creekside High School,Hispanic,34,31,3,0.911764706,0.088235294
2019-20,School,Glascock County,Glascock County Middle/High School,Students without Disability,34,31,3,0.911764706,0.088235294
2019-20,School,Hall County,Johnson High School,Students with Disability,34,28,6,0.823529412,0.176470588
2019-20,School,Henry County,Locust Grove High,Hispanic,34,26,8,0.764705882,0.235294118
2019-20,School,Lanier County,Lanier County High School,Black,34,32,2,0.941176471,0.058823529
2019-20,School,Lincoln County,Lincoln County High School,Not Economically Disadvantaged,34,34,0,1,0
2019-20,School,Lumpkin County,Lumpkin County High School,Students with Disability,34,30,4,0.882352941,0.117647059
2019-20,School,Muscogee County,Northside High School,Students with Disability,34,26,8,0.764705882,0.235294118
2019-20,School,Oconee County,North Oconee High School,Asian/Pacific Islander,34,33,1,0.970588235,0.029411765
2019-20,School,Paulding County,East Paulding High School,Hispanic,34,28,6,0.823529412,0.176470588
2019-20,School,Richmond County,Richmond County Technical Career Magnet School,Male,34,34,0,1,0
2019-20,School,Taylor County,Taylor County High School,Black,34,29,5,0.852941176,0.147058824
2019-20,School,Towns County,Towns County High School,Female,34,34,0,1,0
2019-20,School,Walton County,Loganville High School,Students with Disability,34,32,2,0.941176471,0.058823529
2019-20,School,Wheeler County,Wheeler County High School,Female,34,30,4,0.882352941,0.117647059
2019-20,School,Worth County,Worth County Achievement Center,All Students,34,12,22,0.352941176,0.647058824
2019-20,School,Atlanta Public Schools,Corretta Scott King Womens' Leadership Academy,All Students,34,34,0,1,0
2019-20,School,Atlanta Public Schools,Corretta Scott King Womens' Leadership Academy,Economically Disadvantaged,34,34,0,1,0
2019-20,School,Atlanta Public Schools,Corretta Scott King Womens' Leadership Academy,Female,34,34,0,1,0
2019-20,School,Atlanta Public Schools,Douglass High School,Homeless,34,25,9,0.735294118,0.264705882
2019-20,School,Cartersville City,Cartersville High School,Students with Disability,34,24,10,0.705882353,0.294117647
2019-20,District,Appling County,All Column Values,Hispanic,35,35,0,1,0
2019-20,District,Bartow County,All Column Values,Multiracial,35,31,4,0.885714286,0.114285714
2019-20,District,Catoosa County,All Column Values,Hispanic,35,32,3,0.914285714,0.085714286
2019-20,District,Columbia County,All Column Values,Limited English Proficient,35,27,8,0.771428571,0.228571429
2019-20,District,Franklin County,All Column Values,Black,35,31,4,0.885714286,0.114285714
2019-20,District,Glascock County,All Column Values,Not Economically Disadvantaged,35,34,1,0.971428571,0.028571429
2019-20,District,Glascock County,All Column Values,White,35,32,3,0.914285714,0.085714286
2019-20,District,Hancock County,All Column Values,Male,35,29,6,0.828571429,0.171428571
2019-20,District,Lincoln County,All Column Values,Black,35,35,0,1,0
