school_year,aggregation_type,county_name,school_name,subgroup_name,enroll_cnt,grad_cnt,drop_cnt,grad_pct,drop_pct
2019-20,District,Lowndes County,All Column Values,Asian/Pacific Islander,10,10,0,1,0
2019-20,District,Taliaferro County,All Column Values,Students without Disability,10,10,0,1,0
2019-20,District,White County,All Column Values,Hispanic,10,10,0,1,0
2019-20,District,Calhoun City,All Column Values,Asian/Pacific Islander,10,10,0,1,0
2019-20,District,Cartersville City,All Column Values,Multiracial,10,10,0,1,0
2019-20,District,Dalton Public Schools,All Column Values,Asian/Pacific Islander,10,10,0,1,0
2019-20,District,Decatur City,All Column Values,Homeless,10,10,0,1,0
2019-20,District,Marietta City,All Column Values,Asian/Pacific Islander,10,10,0,1,0
2019-20,District,Rome City,All Column Values,Multiracial,10,10,0,1,0
2019-20,School,Carroll County,Temple High School,Hispanic,10,10,0,1,0
2019-20,School,Carroll County,Temple High School,Multiracial,10,10,0,1,0
2019-20,School,Savannah-Chatham County,Woodville-Tompkins Technical and Career High School,Multiracial,10,10,0,1,0
2019-20,School,Savannah-Chatham County,Savannah Arts Academy,Active Duty,10,10,0,1,0
2019-20,School,Cherokee County,Creekview High School,Limited English Proficient,10,10,0,1,0
2019-20,School,Coffee County,Wiregrass Regional College and Career Academy,Black,10,10,0,1,0
2019-20,School,Douglas County,Alexander High School,Homeless,10,10,0,1,0
2019-20,School,Effingham County,South Effingham High School,Active Duty,10,10,0,1,0
2019-20,School,Floyd County,Pepperell High School,Homeless,10,10,0,1,0
2019-20,School,Forsyth County,South Forsyth High School,Limited English Proficient,10,10,0,1,0
2019-20,School,Greene County,Lake Oconee Charter High School,Economically Disadvantaged,10,10,0,1,0
2019-20,School,Gwinnett County,"Gwinnett School of Mathematics, Science and Technology",Multiracial,10,10,0,1,0
2019-20,School,Gwinnett County,McClure Health Science High School,Black,10,10,0,1,0
2019-20,School,Habersham County,Habersham Success Academy,Female,10,10,0,1,0
2019-20,School,Hall County,Flowery Branch High,Multiracial,10,10,0,1,0
2019-20,School,Hall County,Cherokee Bluff High School,Black,10,10,0,1,0
2019-20,School,Houston County,Perry High School,Multiracial,10,10,0,1,0
2019-20,School,Lowndes County,Lowndes High School,Asian/Pacific Islander,10,10,0,1,0
2019-20,School,Griffin-Spalding County,Griffin High School,Multiracial,10,10,0,1,0
2019-20,School,Taliaferro County,Taliaferro County School,Students without Disability,10,10,0,1,0
2019-20,School,Troup County,LaGrange High School,Asian/Pacific Islander,10,10,0,1,0
2019-20,School,Walker County,LaFayette High School,Black,10,10,0,1,0
2019-20,School,Walton County,Monroe Area High School,Hispanic,10,10,0,1,0
2019-20,School,White County,White County High School,Hispanic,10,10,0,1,0
2019-20,School,Atlanta Public Schools,"Maynard H. Jackson, Jr. High School",Multiracial,10,10,0,1,0
2019-20,School,Calhoun City,Calhoun High School,Asian/Pacific Islander,10,10,0,1,0
2019-20,School,Cartersville City,Cartersville High School,Multiracial,10,10,0,1,0
2019-20,School,Dalton Public Schools,Dalton High School,Asian/Pacific Islander,10,10,0,1,0
2019-20,School,Decatur City,Decatur High School,Homeless,10,10,0,1,0
2019-20,School,Marietta City,Marietta High School,Asian/Pacific Islander,10,10,0,1,0
2019-20,School,Rome City,Rome High School,Multiracial,10,10,0,1,0
2019-20,District,Butts County,All Column Values,Multiracial,11,10,1,0.909090909,0.090909091
2019-20,District,Catoosa County,All Column Values,Asian/Pacific Islander,11,11,0,1,0
2019-20,District,Fannin County,All Column Values,Hispanic,11,10,1,0.909090909,0.090909091
2019-20,District,Grady County,All Column Values,Homeless,11,10,1,0.909090909,0.090909091
2019-20,District,Lumpkin County,All Column Values,Homeless,11,11,0,1,0
2019-20,District,Marion County,All Column Values,Hispanic,11,11,0,1,0
2019-20,District,McDuffie County,All Column Values,Multiracial,11,11,0,1,0
2019-20,District,Oglethorpe County,All Column Values,Students with Disability,11,11,0,1,0
2019-20,District,Taliaferro County,All Column Values,All Students,11,11,0,1,0
2019-20,District,Taliaferro County,All Column Values,Economically Disadvantaged,11,11,0,1,0
2019-20,District,Turner County,All Column Values,Students with Disability,11,10,1,0.909090909,0.090909091
2019-20,District,White County,All Column Values,Multiracial,11,11,0,1,0
2019-20,District,Jefferson City,All Column Values,Multiracial,11,11,0,1,0
2019-20,District,Commission Charter Schools- CCAT School,All Column Values,Economically Disadvantaged,11,11,0,1,0
2019-20,District,Commission Charter Schools- CCAT School,All Column Values,Not Economically Disadvantaged,11,11,0,1,0
2019-20,District,Commission Charter Schools- Fulton Leadership Academy,All Column Values,Not Economically Disadvantaged,11,10,1,0.909090909,0.090909091
2019-20,District,State Charter Schools II- Academy For Classical Education,All Column Values,Asian/Pacific Islander,11,11,0,1,0
2019-20,District,Valdosta City,All Column Values,Multiracial,11,11,0,1,0
2019-20,District,Vidalia City,All Column Values,Hispanic,11,10,1,0.909090909,0.090909091
2019-20,School,Berrien County,Berrien High School,Active Duty,11,11,0,1,0
2019-20,School,Butts County,Jackson High School,Multiracial,11,10,1,0.909090909,0.090909091
2019-20,School,Carroll County,Temple High School,Homeless,11,11,0,1,0
2019-20,School,Carroll County,Mt. Zion High School,Hispanic,11,11,0,1,0
2019-20,School,Carroll County,Villa Rica High School,Limited English Proficient,11,11,0,1,0
2019-20,School,Savannah-Chatham County,Islands High School,Asian/Pacific Islander,11,11,0,1,0
2019-20,School,Savannah-Chatham County,Jenkins High School,Homeless,11,10,1,0.909090909,0.090909091
2019-20,School,Cherokee County,Creekview High School,Black,11,11,0,1,0
2019-20,School,Clayton County,North Clayton High School,Limited English Proficient,11,10,1,0.909090909,0.090909091
2019-20,School,DeKalb County,Druid Hills High School,Multiracial,11,10,1,0.909090909,0.090909091
2019-20,School,Effingham County,Effingham County High School,Multiracial,11,10,1,0.909090909,0.090909091
2019-20,School,Fannin County,Fannin County High School,Hispanic,11,10,1,0.909090909,0.090909091
2019-20,School,Forsyth County,Denmark High School,Multiracial,11,10,1,0.909090909,0.090909091
2019-20,School,Fulton County,Hapeville Charter Career Academy,Hispanic,11,10,1,0.909090909,0.090909091
2019-20,School,Fulton County,Cambridge High School,Multiracial,11,10,1,0.909090909,0.090909091
2019-20,School,Fulton County,Riverwood International Charter School,Multiracial,11,11,0,1,0
2019-20,School,Fulton County,North Springs High School,Multiracial,11,10,1,0.909090909,0.090909091
2019-20,School,Grady County,Cairo High School,Homeless,11,10,1,0.909090909,0.090909091
2019-20,School,Gwinnett County,Paul Duke STEM High School,Asian/Pacific Islander,11,10,1,0.909090909,0.090909091
2019-20,School,Hall County,West Hall High School,Asian/Pacific Islander,11,11,0,1,0
2019-20,School,Henry County,Union Grove High,Multiracial,11,10,1,0.909090909,0.090909091
2019-20,School,Henry County,Luella High School,Multiracial,11,11,0,1,0
2019-20,School,Henry County,McDonough High School,Multiracial,11,10,1,0.909090909,0.090909091
2019-20,School,Jackson County,Jackson County Comprehensive High School,Asian/Pacific Islander,11,11,0,1,0
2019-20,School,Lee County,Lee County High School,Multiracial,11,10,1,0.909090909,0.090909091
2019-20,School,Lumpkin County,Lumpkin County High School,Homeless,11,11,0,1,0
2019-20,School,Marion County,Marion County Middle/High School,Hispanic,11,11,0,1,0
2019-20,School,McDuffie County,Thomson High School,Multiracial,11,11,0,1,0
2019-20,School,Muscogee County,Rainey McCullers School of the Arts,Black,11,11,0,1,0
2019-20,School,Oconee County,Oconee County High School,Hispanic,11,11,0,1,0
2019-20,School,Oglethorpe County,Oglethorpe County High School,Students with Disability,11,11,0,1,0
2019-20,School,Paulding County,Paulding County High School,Limited English Proficient,11,11,0,1,0
2019-20,School,Taliaferro County,Taliaferro County School,All Students,11,11,0,1,0
2019-20,School,Taliaferro County,Taliaferro County School,Economically Disadvantaged,11,11,0,1,0
2019-20,School,Turner County,Turner County High School,Students with Disability,11,10,1,0.909090909,0.090909091
2019-20,School,White County,White County High School,Multiracial,11,11,0,1,0
2019-20,School,Atlanta Public Schools,Charles Drew Charter School JA/SA,Students with Disability,11,11,0,1,0
2019-20,School,Dublin City,Moore Street Facility,Homeless,11,10,1,0.909090909,0.090909091
2019-20,School,Jefferson City,Jefferson High School,Multiracial,11,11,0,1,0
2019-20,School,Commission Charter Schools- CCAT School,Statesboro STEAM Academy,Economically Disadvantaged,11,11,0,1,0
2019-20,School,Commission Charter Schools- CCAT School,Statesboro STEAM Academy,Not Economically Disadvantaged,11,11,0,1,0
2019-20,School,Commission Charter Schools- Fulton Leadership Academy,Fulton Leadership Academy,Not Economically Disadvantaged,11,10,1,0.909090909,0.090909091
2019-20,School,State Charter Schools II- Academy For Classical Education,Academy For Classical Education,Asian/Pacific Islander,11,11,0,1,0
2019-20,School,Valdosta City,Valdosta High School,Multiracial,11,11,0,1,0
2019-20,School,Vidalia City,Vidalia Comprehensive High School,Hispanic,11,10,1,0.909090909,0.090909091
2019-20,District,Baldwin County,All Column Values,Multiracial,12,10,2,0.833333333,0.166666667
2019-20,District,Berrien County,All Column Values,Active Duty,12,12,0,1,0
2019-20,District,Camden County,All Column Values,Asian/Pacific Islander,12,11,1,0.916666667,0.083333333
2019-20,District,Candler County,All Column Values,Students with Disability,12,11,1,0.916666667,0.083333333
2019-20,District,Chattahoochee County,All Column Values,Students with Disability,12,12,0,1,0
2019-20,District,Lee County,All Column Values,Multiracial,12,10,2,0.833333333,0.166666667
2019-20,District,Liberty County,All Column Values,Asian/Pacific Islander,12,12,0,1,0
2019-20,District,Madison County,All Column Values,Limited English Proficient,12,12,0,1,0
2019-20,District,Madison County,All Column Values,Multiracial,12,12,0,1,0
2019-20,District,Morgan County,All Column Values,Homeless,12,11,1,0.916666667,0.083333333
2019-20,District,Oglethorpe County,All Column Values,Hispanic,12,12,0,1,0
2019-20,District,Schley County,All Column Values,Black,12,11,1,0.916666667,0.083333333
2019-20,District,Seminole County,All Column Values,Homeless,12,11,1,0.916666667,0.083333333
2019-20,District,Griffin-Spalding County,All Column Values,Asian/Pacific Islander,12,11,1,0.916666667,0.083333333
2019-20,District,Stewart County,All Column Values,Male,12,11,1,0.916666667,0.083333333
2019-20,District,Webster County,All Column Values,Black,12,12,0,1,0
2019-20,District,Bremen City,All Column Values,Black,12,11,1,0.916666667,0.083333333
2019-20,District,Bremen City,All Column Values,Students with Disability,12,10,2,0.833333333,0.166666667
2019-20,District,Calhoun City,All Column Values,Black,12,12,0,1,0
2019-20,District,Calhoun City,All Column Values,Homeless,12,12,0,1,0
2019-20,District,Commission Charter Schools- Pataula Charter Academy,All Column Values,Female,12,11,1,0.916666667,0.083333333
2019-20,District,Commission Charter Schools- Fulton Leadership Academy,All Column Values,Students without Disability,12,12,0,1,0
2019-20,School,Baldwin County,Baldwin High School,Multiracial,12,10,2,0.833333333,0.166666667
2019-20,School,Bartow County,Adairsville High School,Black,12,12,0,1,0
2019-20,School,Bartow County,Woodland High School,Multiracial,12,10,2,0.833333333,0.166666667
2019-20,School,Camden County,Camden County High School,Asian/Pacific Islander,12,11,1,0.916666667,0.083333333
2019-20,School,Candler County,Metter Career Academy,Students without Disability,12,11,1,0.916666667,0.083333333
2019-20,School,Carroll County,Bowdon High School,Students with Disability,12,11,1,0.916666667,0.083333333
2019-20,School,Savannah-Chatham County,Windsor Forest High School,Homeless,12,12,0,1,0
2019-20,School,Chattahoochee County,Chattahoochee County High School,Students with Disability,12,12,0,1,0
2019-20,School,Cherokee County,Cherokee High School,Active Duty,12,12,0,1,0
2019-20,School,Clayton County,Mundy's Mill High School,Homeless,12,11,1,0.916666667,0.083333333
2019-20,School,Clayton County,Martha Ellen Stilwell School for the Performing Arts,Asian/Pacific Islander,12,12,0,1,0
2019-20,School,Coffee County,Coffee County High School,Limited English Proficient,12,11,1,0.916666667,0.083333333
2019-20,School,Colquitt County,Colquitt County High School,Homeless,12,10,2,0.833333333,0.166666667
2019-20,School,Columbia County,Grovetown High School,Asian/Pacific Islander,12,12,0,1,0
2019-20,School,Fayette County,Whitewater High School,Asian/Pacific Islander,12,12,0,1,0
2019-20,School,Fayette County,Starrs Mill High School,Multiracial,12,11,1,0.916666667,0.083333333
2019-20,School,Fulton County,Johns Creek High School,Multiracial,12,12,0,1,0
2019-20,School,Fulton County,Westlake High School,Hispanic,12,11,1,0.916666667,0.083333333
2019-20,School,Gordon County,Gordon Central High School,Limited English Proficient,12,12,0,1,0
2019-20,School,Gwinnett County,Central Gwinnett High School,Multiracial,12,10,2,0.833333333,0.166666667
2019-20,School,Habersham County,Habersham Central High School,Active Duty,12,11,1,0.916666667,0.083333333
2019-20,School,Hall County,North Hall High School,Limited English Proficient,12,10,2,0.833333333,0.166666667
2019-20,School,Houston County,Warner Robins High School,Homeless,12,10,2,0.833333333,0.166666667
2019-20,School,Jackson County,East Jackson Comprehensive High School,Limited English Proficient,12,10,2,0.833333333,0.166666667
2019-20,School,Madison County,Madison County High School,Limited English Proficient,12,12,0,1,0
2019-20,School,Madison County,Madison County High School,Multiracial,12,12,0,1,0
2019-20,School,Morgan County,Morgan County High School,Homeless,12,11,1,0.916666667,0.083333333
2019-20,School,Muscogee County,Spencer High School,Active Duty,12,12,0,1,0
2019-20,School,Muscogee County,Rainey McCullers School of the Arts,Female,12,12,0,1,0
2019-20,School,Muscogee County,Rainey McCullers School of the Arts,Students without Disability,12,12,0,1,0
2019-20,School,Oglethorpe County,Oglethorpe County High School,Hispanic,12,12,0,1,0
2019-20,School,Pike County,Zebulon High School,Economically Disadvantaged,12,10,2,0.833333333,0.166666667
2019-20,School,Richmond County,Richmond County Technical Career Magnet School,White,12,12,0,1,0
2019-20,School,Schley County,Schley Middle High School,Black,12,11,1,0.916666667,0.083333333
2019-20,School,Seminole County,Seminole County Middle/High School,Homeless,12,11,1,0.916666667,0.083333333
2019-20,School,Stewart County,Stewart County High School,Male,12,11,1,0.916666667,0.083333333
2019-20,School,Walton County,Loganville High School,Asian/Pacific Islander,12,12,0,1,0
2019-20,School,Webster County,Webster County High School,Black,12,12,0,1,0
2019-20,School,Whitfield County,Northwest Whitfield County High School,Multiracial,12,11,1,0.916666667,0.083333333
2019-20,School,Atlanta Public Schools,Mays High School,Limited English Proficient,12,10,2,0.833333333,0.166666667
2019-20,School,Bremen City,Bremen High School,Black,12,11,1,0.916666667,0.083333333
2019-20,School,Bremen City,Bremen High School,Students with Disability,12,10,2,0.833333333,0.166666667
2019-20,School,Calhoun City,Calhoun High School,Black,12,12,0,1,0
2019-20,School,Calhoun City,Calhoun High School,Homeless,12,12,0,1,0
2019-20,School,Commission Charter Schools- Pataula Charter Academy,Pataula Charter Academy,Female,12,11,1,0.916666667,0.083333333
2019-20,School,Commission Charter Schools- Fulton Leadership Academy,Fulton Leadership Academy,Students without Disability,12,12,0,1,0
2019-20,District,Bartow County,All Column Values,Asian/Pacific Islander,13,13,0,1,0
2019-20,District,Colquitt County,All Column Values,Multiracial,13,12,1,0.923076923,0.076923077
2019-20,District,Echols County,All Column Values,Hispanic,13,12,1,0.923076923,0.076923077
2019-20,District,Forsyth County,All Column Values,American Indian/Alaska Native,13,11,2,0.846153846,0.153846154
2019-20,District,Habersham County,All Column Values,Asian/Pacific Islander,13,13,0,1,0
2019-20,District,Irwin County,All Column Values,Students with Disability,13,10,3,0.769230769,0.230769231
2019-20,District,Lee County,All Column Values,Limited English Proficient,13,12,1,0.923076923,0.076923077
2019-20,District,Lincoln County,All Column Values,Students with Disability,13,13,0,1,0
2019-20,District,Oconee County,All Column Values,Homeless,13,13,0,1,0
2019-20,District,Tattnall County,All Column Values,Active Duty,13,13,0,1,0
2019-20,District,Thomaston-Upson County,All Column Values,Multiracial,13,10,3,0.769230769,0.230769231
2019-20,District,Wayne County,All Column Values,Multiracial,13,11,2,0.846153846,0.153846154
2019-20,District,Wilcox County,All Column Values,Students with Disability,13,12,1,0.923076923,0.076923077
2019-20,District,Commerce City,All Column Values,Hispanic,13,13,0,1,0
2019-20,District,Decatur City,All Column Values,Asian/Pacific Islander,13,13,0,1,0
2019-20,District,State Charter Schools II- Academy For Classical Education,All Column Values,Black,13,13,0,1,0
2019-20,District,State Charter Schools II- Baconton Community Charter School,All Column Values,Economically Disadvantaged,13,13,0,1,0
2019-20,School,Bibb County,Howard High School,Asian/Pacific Islander,13,13,0,1,0
2019-20,School,Carroll County,Mt. Zion High School,Students with Disability,13,13,0,1,0
2019-20,School,Catoosa County,Heritage High School,Multiracial,13,13,0,1,0
2019-20,School,Savannah-Chatham County,New Hampstead High School,Active Duty,13,13,0,1,0
2019-20,School,Savannah-Chatham County,Jenkins High School,Hispanic,13,10,3,0.769230769,0.230769231
2019-20,School,Cherokee County,Woodstock High School,Asian/Pacific Islander,13,13,0,1,0
2019-20,School,Cherokee County,Cherokee High School,Multiracial,13,13,0,1,0
2019-20,School,Clayton County,Martha Ellen Stilwell School for the Performing Arts,Hispanic,13,13,0,1,0
2019-20,School,Clayton County,Riverdale High School,Asian/Pacific Islander,13,12,1,0.923076923,0.076923077
2019-20,School,Clayton County,Riverdale High School,Limited English Proficient,13,12,1,0.923076923,0.076923077
2019-20,School,Clayton County,Jonesboro High School,Asian/Pacific Islander,13,13,0,1,0
2019-20,School,Clayton County,Jonesboro High School,Multiracial,13,11,2,0.846153846,0.153846154
2019-20,School,Cobb County,Harrison High School,Asian/Pacific Islander,13,13,0,1,0
2019-20,School,Cobb County,Allatoona High School,Limited English Proficient,13,12,1,0.923076923,0.076923077
2019-20,School,Colquitt County,Colquitt County High School,Multiracial,13,12,1,0.923076923,0.076923077
2019-20,School,Columbia County,Greenbrier High School,Asian/Pacific Islander,13,13,0,1,0
2019-20,School,Coweta County,Newnan High School,Homeless,13,12,1,0.923076923,0.076923077
2019-20,School,DeKalb County,Tapestry Public Charter School,Male,13,12,1,0.923076923,0.076923077
2019-20,School,Douglas County,Chapel Hill High School,Limited English Proficient,13,10,3,0.769230769,0.230769231
2019-20,School,Douglas County,Douglas County High School,Asian/Pacific Islander,13,13,0,1,0
2019-20,School,Echols County,Echols County High School,Hispanic,13,12,1,0.923076923,0.076923077
2019-20,School,Fayette County,Whitewater High School,Multiracial,13,13,0,1,0
2019-20,School,Floyd County,Model High,Black,13,10,3,0.769230769,0.230769231
2019-20,School,Fulton County,Banneker High School,Hispanic,13,11,2,0.846153846,0.153846154
2019-20,School,Fulton County,Creekside High School,Homeless,13,10,3,0.769230769,0.230769231
2019-20,School,Fulton County,Riverwood International Charter School,Asian/Pacific Islander,13,13,0,1,0
2019-20,School,Gwinnett County,Shiloh High School,Multiracial,13,12,1,0.923076923,0.076923077
2019-20,School,Gwinnett County,Berkmar High School,Multiracial,13,13,0,1,0
2019-20,School,Habersham County,Habersham Central High School,Asian/Pacific Islander,13,13,0,1,0
2019-20,School,Houston County,Warner Robins High School,Active Duty,13,13,0,1,0
2019-20,School,Irwin County,Irwin County High School,Students with Disability,13,10,3,0.769230769,0.230769231
2019-20,School,Lee County,Lee County High School,Limited English Proficient,13,12,1,0.923076923,0.076923077
2019-20,School,Lincoln County,Lincoln County High School,Students with Disability,13,13,0,1,0
2019-20,School,Muscogee County,Northside High School,Asian/Pacific Islander,13,13,0,1,0
2019-20,School,Newton County,Eastside High School,Multiracial,13,13,0,1,0
2019-20,School,Richmond County,Westside High School,Multiracial,13,12,1,0.923076923,0.076923077
2019-20,School,Rockdale County,Rockdale County High School,Multiracial,13,11,2,0.846153846,0.153846154
2019-20,School,Sumter County,Americus Sumter High School (Old Americus-Sumter HS S),White,13,11,2,0.846153846,0.153846154
2019-20,School,Tattnall County,Tattnall County High School,Active Duty,13,13,0,1,0
2019-20,School,Thomaston-Upson County,Upson-Lee High School,Multiracial,13,10,3,0.769230769,0.230769231
2019-20,School,Walker County,Ridgeland High School,Multiracial,13,12,1,0.923076923,0.076923077
2019-20,School,Wayne County,Wayne County High School,Multiracial,13,11,2,0.846153846,0.153846154
2019-20,School,Whitfield County,Coahulla Creek High School,Multiracial,13,13,0,1,0
2019-20,School,Wilcox County,Wilcox County High School,Students with Disability,13,12,1,0.923076923,0.076923077
2019-20,School,Atlanta Public Schools,North Atlanta High School,Asian/Pacific Islander,13,13,0,1,0
2019-20,School,Commerce City,Commerce High School,Hispanic,13,13,0,1,0
2019-20,School,Dalton Public Schools,Dalton High School,Multiracial,13,13,0,1,0
2019-20,School,Decatur City,Decatur High School,Asian/Pacific Islander,13,13,0,1,0
2019-20,School,State Charter Schools II- Academy For Classical Education,Academy For Classical Education,Black,13,13,0,1,0
2019-20,School,State Charter Schools II- Baconton Community Charter School,Baconton Community Charter School,Economically Disadvantaged,13,13,0,1,0
2019-20,District,Chattahoochee County,All Column Values,Hispanic,14,12,2,0.857142857,0.142857143
2019-20,District,Coweta County,All Column Values,Active Duty,14,14,0,1,0
2019-20,District,Crisp County,All Column Values,Hispanic,14,13,1,0.928571429,0.071428571
2019-20,District,Effingham County,All Column Values,Active Duty,14,14,0,1,0
2019-20,District,Habersham County,All Column Values,Active Duty,14,13,1,0.928571429,0.071428571
2019-20,District,Jackson County,All Column Values,Multiracial,14,12,2,0.857142857,0.142857143
2019-20,District,Lee County,All Column Values,Hispanic,14,11,3,0.785714286,0.214285714
2019-20,District,Lowndes County,All Column Values,Limited English Proficient,14,11,3,0.785714286,0.214285714
2019-20,District,Newton County,All Column Values,Asian/Pacific Islander,14,13,1,0.928571429,0.071428571
2019-20,District,Wheeler County,All Column Values,Students with Disability,14,11,3,0.785714286,0.214285714
2019-20,District,Calhoun City,All Column Values,Students with Disability,14,14,0,1,0
2019-20,District,Cartersville City,All Column Values,Asian/Pacific Islander,14,13,1,0.928571429,0.071428571
2019-20,School,Bartow County,Woodland High School,Homeless,14,12,2,0.857142857,0.142857143
2019-20,School,Bibb County,Howard High School,Hispanic,14,11,3,0.785714286,0.214285714
2019-20,School,Candler County,Metter Career Academy,All Students,14,13,1,0.928571429,0.071428571
2019-20,School,Candler County,Metter Career Academy,Economically Disadvantaged,14,13,1,0.928571429,0.071428571
2019-20,School,Savannah-Chatham County,Savannah Arts Academy,Hispanic,14,14,0,1,0
2019-20,School,Savannah-Chatham County,Jenkins High School,Asian/Pacific Islander,14,14,0,1,0
2019-20,School,Chattahoochee County,Chattahoochee County High School,Hispanic,14,12,2,0.857142857,0.142857143
2019-20,School,Clayton County,Jonesboro High School,Limited English Proficient,14,11,3,0.785714286,0.214285714
2019-20,School,Cobb County,Osborne High School,White,14,11,3,0.785714286,0.214285714
2019-20,School,Cobb County,South Cobb High School,Homeless,14,12,2,0.857142857,0.142857143
2019-20,School,Columbia County,Harlem High School,Multiracial,14,14,0,1,0
2019-20,School,Crisp County,Crisp County High School,Hispanic,14,13,1,0.928571429,0.071428571
2019-20,School,DeKalb County,Tapestry Public Charter School,Students without Disability,14,13,1,0.928571429,0.071428571
2019-20,School,Douglas County,Lithia Springs Comprehensive High School,Multiracial,14,12,2,0.857142857,0.142857143
2019-20,School,Floyd County,Armuchee High School,Students with Disability,14,11,3,0.785714286,0.214285714
2019-20,School,Forsyth County,South Forsyth High School,Black,14,12,2,0.857142857,0.142857143
2019-20,School,Forsyth County,North Forsyth High School,Homeless,14,10,4,0.714285714,0.285714286
2019-20,School,Fulton County,Milton High School,Multiracial,14,13,1,0.928571429,0.071428571
2019-20,School,Fulton County,North Springs High School,Homeless,14,14,0,1,0
2019-20,School,Habersham County,Habersham Central High School,Black,14,14,0,1,0
2019-20,School,Habersham County,Habersham Central High School,Multiracial,14,11,3,0.785714286,0.214285714
2019-20,School,Hall County,Flowery Branch High,Asian/Pacific Islander,14,14,0,1,0
2019-20,School,Hall County,Cherokee Bluff High School,Students with Disability,14,13,1,0.928571429,0.071428571
2019-20,School,Houston County,Northside High School,Homeless,14,12,2,0.857142857,0.142857143
2019-20,School,Lee County,Lee County High School,Hispanic,14,11,3,0.785714286,0.214285714
2019-20,School,Lowndes County,Lowndes High School,Limited English Proficient,14,11,3,0.785714286,0.214285714
2019-20,School,Murray County,Pleasant Valley Innovative School,Male,14,10,4,0.714285714,0.285714286
2019-20,School,Muscogee County,Rainey McCullers School of the Arts,All Students,14,14,0,1,0
2019-20,School,Muscogee County,Hardaway High School,Active Duty,14,13,1,0.928571429,0.071428571
2019-20,School,Oconee County,North Oconee High School,Black,14,14,0,1,0
2019-20,School,Paulding County,South Paulding High School,Multiracial,14,10,4,0.714285714,0.285714286
2019-20,School,Pike County,Zebulon High School,Female,14,13,1,0.928571429,0.071428571
2019-20,School,Pike County,Zebulon High School,Male,14,12,2,0.857142857,0.142857143
2019-20,School,Rockdale County,Salem High School,White,14,11,3,0.785714286,0.214285714
2019-20,School,Wheeler County,Wheeler County High School,Students with Disability,14,11,3,0.785714286,0.214285714
2019-20,School,Atlanta Public Schools,North Atlanta High School,Multiracial,14,13,1,0.928571429,0.071428571
2019-20,School,Calhoun City,Calhoun High School,Students with Disability,14,14,0,1,0
2019-20,School,Cartersville City,Cartersville High School,Asian/Pacific Islander,14,13,1,0.928571429,0.071428571
2019-20,District,Elbert County,All Column Values,Hispanic,15,11,4,0.733333333,0.266666667
2019-20,District,Habersham County,All Column Values,Black,15,15,0,1,0
2019-20,District,Habersham County,All Column Values,Multiracial,15,11,4,0.733333333,0.266666667
2019-20,District,Jeff Davis County,All Column Values,Students with Disability,15,13,2,0.866666667,0.133333333
2019-20,District,Laurens County,All Column Values,Hispanic,15,11,4,0.733333333,0.266666667
2019-20,District,Madison County,All Column Values,Homeless,15,15,0,1,0
2019-20,District,Griffin-Spalding County,All Column Values,Limited English Proficient,15,14,1,0.933333333,0.066666667
2019-20,District,Stewart County,All Column Values,Female,15,14,1,0.933333333,0.066666667
2019-20,District,Ware County,All Column Values,Homeless,15,13,2,0.866666667,0.133333333
2019-20,District,Wilkes County,All Column Values,Students with Disability,15,11,4,0.733333333,0.266666667
2019-20,District,Decatur City,All Column Values,Multiracial,15,14,1,0.933333333,0.066666667
2019-20,District,Pelham City,All Column Values,Students with Disability,15,10,5,0.666666667,0.333333333
2019-20,School,Bartow County,Cass High School,Limited English Proficient,15,15,0,1,0
2019-20,School,Berrien County,Berrien High School,Students with Disability,15,12,3,0.8,0.2
2019-20,School,Bleckley County,Bleckley County High School,Students with Disability,15,13,2,0.866666667,0.133333333
2019-20,School,Brooks County,Delta Innovative School,Female,15,14,1,0.933333333,0.066666667
2019-20,School,Bulloch County,Southeast Bulloch High School,Hispanic,15,12,3,0.8,0.2
2019-20,School,Carroll County,Bowdon High School,Black,15,14,1,0.933333333,0.066666667
2019-20,School,Savannah-Chatham County,The School of Liberal Studies at Savannah High,Students with Disability,15,12,3,0.8,0.2
2019-20,School,Cherokee County,River Ridge High School,Asian/Pacific Islander,15,14,1,0.933333333,0.066666667
2019-20,School,Cherokee County,Sequoyah High School,Multiracial,15,14,1,0.933333333,0.066666667
2019-20,School,Clayton County,North Clayton High School,Hispanic,15,14,1,0.933333333,0.066666667
2019-20,School,Cobb County,Kell High School,Limited English Proficient,15,12,3,0.8,0.2
2019-20,School,Cobb County,Walton High School,Multiracial,15,14,1,0.933333333,0.066666667
2019-20,School,Cobb County,Harrison High School,Multiracial,15,14,1,0.933333333,0.066666667
2019-20,School,Cobb County,McEachern High School,Homeless,15,13,2,0.866666667,0.133333333
2019-20,School,Cobb County,Osborne High School,Homeless,15,11,4,0.733333333,0.266666667
2019-20,School,Columbia County,Greenbrier High School,Multiracial,15,15,0,1,0
2019-20,School,Coweta County,Northgate High School,Multiracial,15,13,2,0.866666667,0.133333333
2019-20,School,DeKalb County,Tapestry Public Charter School,Students with Disability,15,12,3,0.8,0.2
2019-20,School,DeKalb County,DeKalb School of the Arts,Male,15,15,0,1,0
2019-20,School,Dougherty County,Dougherty Comprehensive High School,Homeless,15,11,4,0.733333333,0.266666667
2019-20,School,Douglas County,Chapel Hill High School,Multiracial,15,14,1,0.933333333,0.066666667
