report_school_year,aggregation_type,county_name,school_name,subgroup_name,enroll_cnt,grad_cnt,drop_cnt,grad_pct,drop_pct
2019-20,School,DELAWARE,CHARLOTTE VALLEY SCHOOL,All Students,21,0,0,0,0
2019-20,School,DELAWARE,CHARLOTTE VALLEY SCHOOL,All Students,22,0,1,0,0.045454545
2019-20,School,DELAWARE,CHARLOTTE VALLEY SCHOOL,All Students,21,0,0,0,0
2019-20,School,DELAWARE,CHARLOTTE VALLEY SCHOOL,All Students,22,0,1,0,0.045454545
2019-20,School,ERIE,PS 42 OCCUPATIONAL TRAINING CENTER,All Students,30,0,6,0,0.2
2019-20,School,ERIE,PS 42 OCCUPATIONAL TRAINING CENTER,All Students,28,0,2,0,0.071428571
2019-20,School,ERIE,PS 42 OCCUPATIONAL TRAINING CENTER,All Students,7,0,2,0,0.285714286
2019-20,School,ERIE,PS 42 OCCUPATIONAL TRAINING CENTER,All Students,28,0,2,0,0.071428571
2019-20,School,ERIE,PS 42 OCCUPATIONAL TRAINING CENTER,All Students,7,0,2,0,0.285714286
2019-20,School,ERIE,PS 42 OCCUPATIONAL TRAINING CENTER,All Students,30,0,6,0,0.2
2019-20,School,ERIE,P.S. 84,All Students,14,0,2,0,0.142857143
2019-20,School,ERIE,P.S. 84,All Students,5,0,0,0,0
2019-20,School,ERIE,P.S. 84,All Students,5,0,0,0,0
2019-20,School,ERIE,P.S. 84,All Students,14,0,2,0,0.142857143
2019-20,School,BRONX,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,All Students,5,0,5,0,1
2019-20,School,BRONX,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,All Students,5,0,5,0,1
2019-20,School,BRONX,NEW EXPLORERS HIGH SCHOOL,All Students,7,0,6,0,0.857142857
2019-20,School,BRONX,NEW EXPLORERS HIGH SCHOOL,All Students,7,0,6,0,0.857142857
2019-20,School,BRONX,URBAN DOVE TEAM CHARTER SCHOOL II,All Students,57,0,1,0,0.01754386
2019-20,School,BRONX,URBAN DOVE TEAM CHARTER SCHOOL II,All Students,57,0,1,0,0.01754386
2019-20,School,BRONX,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY,All Students,8,0,8,0,1
2019-20,School,BRONX,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY,All Students,8,0,8,0,1
2019-20,School,BRONX,LEADERSHIP INSTITUTE,All Students,5,0,5,0,1
2019-20,School,BRONX,LEADERSHIP INSTITUTE,All Students,5,0,5,0,1
2019-20,School,BRONX,URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION,All Students,6,0,5,0,0.833333333
2019-20,School,BRONX,URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION,All Students,6,0,5,0,0.833333333
2019-20,School,BRONX,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,All Students,9,0,8,0,0.888888889
2019-20,School,BRONX,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,All Students,9,0,8,0,0.888888889
2019-20,School,KINGS,BROOKLYN LABORATORY CHARTER SCHOOL,All Students,6,0,1,0,0.166666667
2019-20,School,KINGS,BROOKLYN LABORATORY CHARTER SCHOOL,All Students,6,0,1,0,0.166666667
2019-20,School,QUEENS,NEW DAWN CHARTER HIGH SCHOOL II,All Students,34,0,1,0,0.029411765
2019-20,School,QUEENS,NEW DAWN CHARTER HIGH SCHOOL II,All Students,34,0,1,0,0.029411765
2019-20,School,ONONDAGA,GEORGE FOWLER HIGH SCHOOL,All Students,5,0,5,0,1
2019-20,School,ONONDAGA,GEORGE FOWLER HIGH SCHOOL,All Students,5,0,5,0,1
2019-20,School,ONONDAGA,ONONDAGA CNTY SHERIFF'S DEPT,All Students,14,0,12,0,0.857142857
2019-20,School,ONONDAGA,ONONDAGA CNTY SHERIFF'S DEPT,All Students,8,0,8,0,1
2019-20,School,ONONDAGA,ONONDAGA CNTY SHERIFF'S DEPT,All Students,8,0,8,0,1
2019-20,School,ONONDAGA,ONONDAGA CNTY SHERIFF'S DEPT,All Students,14,0,12,0,0.857142857
2019-20,School,ORANGE,KIRYAS JOEL VILLAGE SCHOOL,All Students,6,0,2,0,0.333333333
2019-20,School,ORANGE,KIRYAS JOEL VILLAGE SCHOOL,All Students,9,0,2,0,0.222222222
2019-20,School,ORANGE,KIRYAS JOEL VILLAGE SCHOOL,All Students,5,0,2,0,0.4
2019-20,School,ORANGE,KIRYAS JOEL VILLAGE SCHOOL,All Students,9,0,2,0,0.222222222
2019-20,School,ORANGE,KIRYAS JOEL VILLAGE SCHOOL,All Students,5,0,2,0,0.4
2019-20,School,ORANGE,KIRYAS JOEL VILLAGE SCHOOL,All Students,6,0,2,0,0.333333333
2019-20,School,ORANGE,NEWBURGH PREPARATORY CHARTER HIGH SCHOOL,All Students,40,0,32,0,0.8
2019-20,School,ORANGE,NEWBURGH PREPARATORY CHARTER HIGH SCHOOL,All Students,13,0,8,0,0.615384615
2019-20,School,ORANGE,NEWBURGH PREPARATORY CHARTER HIGH SCHOOL,All Students,40,0,32,0,0.8
2019-20,School,ORANGE,NEWBURGH PREPARATORY CHARTER HIGH SCHOOL,All Students,13,0,8,0,0.615384615
2019-20,School,RENSSELAER,TRUE NORTH TROY PREPARATORY CHARTER SCHOOL,All Students,9,0,0,0,0
2019-20,School,RENSSELAER,TRUE NORTH TROY PREPARATORY CHARTER SCHOOL,All Students,9,0,0,0,0
2019-20,School,WESTCHESTER,MARTIN LUTHER KING JR HIGH SCHOOL,All Students,10,0,1,0,0.1
2019-20,School,WESTCHESTER,MARTIN LUTHER KING JR HIGH SCHOOL,All Students,11,0,0,0,0
2019-20,School,WESTCHESTER,MARTIN LUTHER KING JR HIGH SCHOOL,All Students,13,0,0,0,0
2019-20,School,WESTCHESTER,MARTIN LUTHER KING JR HIGH SCHOOL,All Students,11,0,0,0,0
2019-20,School,WESTCHESTER,MARTIN LUTHER KING JR HIGH SCHOOL,All Students,13,0,0,0,0
2019-20,School,WESTCHESTER,MARTIN LUTHER KING JR HIGH SCHOOL,All Students,10,0,1,0,0.1
2019-20,School,WESTCHESTER,GREENBURGH ELEVEN HIGH SCHOOL,All Students,9,0,3,0,0.333333333
2019-20,School,WESTCHESTER,HAWTHORNE CEDAR KNOLLS SR/JR HIGH SCHOOL,All Students,6,0,0,0,0
2019-20,School,WESTCHESTER,HAWTHORNE CEDAR KNOLLS SR/JR HIGH SCHOOL,All Students,5,0,1,0,0.2
2019-20,School,WESTCHESTER,HAWTHORNE CEDAR KNOLLS SR/JR HIGH SCHOOL,All Students,5,0,1,0,0.2
2019-20,School,WESTCHESTER,HAWTHORNE CEDAR KNOLLS SR/JR HIGH SCHOOL,All Students,6,0,0,0,0
2019-20,School,WESTCHESTER,BLYTHEDALE SCHOOL,All Students,7,0,0,0,0
2019-20,School,WESTCHESTER,BLYTHEDALE SCHOOL,All Students,7,0,0,0,0
2019-20,School,BRONX,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH,All Students,5,1,4,0.2,0.8
2019-20,School,BRONX,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH,All Students,5,1,4,0.2,0.8
2019-20,School,BRONX,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,All Students,15,1,14,0.066666667,0.933333333
2019-20,School,BRONX,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,All Students,15,1,14,0.066666667,0.933333333
2019-20,School,KINGS,SCHOOL FOR DEMOCRACY AND LEADERSHIP,All Students,5,1,3,0.2,0.6
2019-20,School,KINGS,SCHOOL FOR DEMOCRACY AND LEADERSHIP,All Students,5,1,3,0.2,0.6
2019-20,School,OTSEGO,SCHENEVUS CENTRAL SCHOOL,All Students,18,1,0,0.055555556,0
2019-20,School,OTSEGO,SCHENEVUS CENTRAL SCHOOL,All Students,18,1,0,0.055555556,0
2019-20,School,WESTCHESTER,MOUNT PLEASANT COTTAGE SCHOOL,All Students,9,1,4,0.111111111,0.444444444
2019-20,School,WESTCHESTER,MOUNT PLEASANT COTTAGE SCHOOL,All Students,9,1,4,0.111111111,0.444444444
2019-20,School,WESTCHESTER,EDENWALD SCHOOL,All Students,13,1,2,0.076923077,0.153846154
2019-20,School,WESTCHESTER,EDENWALD SCHOOL,All Students,13,1,2,0.076923077,0.153846154
2019-20,School,ERIE,PATHWAYS ACADEMY,All Students,19,2,8,0.105263158,0.421052632
2019-20,School,ERIE,PATHWAYS ACADEMY,All Students,19,2,8,0.105263158,0.421052632
2019-20,School,ERIE,AKRON  HIGH SCHOOL,All Students,122,2,3,0.016393443,0.024590164
2019-20,School,ERIE,AKRON  HIGH SCHOOL,All Students,122,2,3,0.016393443,0.024590164
2019-20,School,TOMPKINS,GEORGE JUNIOR REPUBLIC SCHOOL,All Students,9,2,6,0.222222222,0.666666667
2019-20,School,TOMPKINS,GEORGE JUNIOR REPUBLIC SCHOOL,All Students,9,2,6,0.222222222,0.666666667
2019-20,School,WESTCHESTER,GREENBURGH ELEVEN HIGH SCHOOL,All Students,9,2,3,0.222222222,0.333333333
2019-20,School,WESTCHESTER,MOUNT PLEASANT COTTAGE SCHOOL,All Students,13,2,3,0.153846154,0.230769231
2019-20,School,WESTCHESTER,MOUNT PLEASANT COTTAGE SCHOOL,All Students,13,2,3,0.153846154,0.230769231
2019-20,School,WESTCHESTER,EDENWALD SCHOOL,All Students,11,2,2,0.181818182,0.181818182
2019-20,School,WESTCHESTER,EDENWALD SCHOOL,All Students,11,2,2,0.181818182,0.181818182
2019-20,School,BROOME,LINNAEUS W WEST SCHOOL,All Students,6,3,0,0.5,0
2019-20,School,BROOME,LINNAEUS W WEST SCHOOL,All Students,6,3,0,0.5,0
2019-20,School,KINGS,GOTHAM PROFESSIONAL ARTS ACADEMY,All Students,8,3,4,0.375,0.5
2019-20,School,KINGS,GOTHAM PROFESSIONAL ARTS ACADEMY,All Students,8,3,4,0.375,0.5
2019-20,School,KINGS,WEST BROOKLYN COMMUNITY HIGH SCHOOL,All Students,108,3,6,0.027777778,0.055555556
2019-20,School,ORANGE,NEWBURGH PREPARATORY CHARTER HIGH SCHOOL,All Students,55,3,43,0.054545455,0.781818182
2019-20,School,ORANGE,NEWBURGH PREPARATORY CHARTER HIGH SCHOOL,All Students,55,3,43,0.054545455,0.781818182
2019-20,School,WESTCHESTER,GREENBURGH ELEVEN HIGH SCHOOL,All Students,8,3,3,0.375,0.375
2019-20,School,WESTCHESTER,LINDEN HILL SCHOOL,All Students,5,3,0,0.6,0
2019-20,School,WESTCHESTER,LINDEN HILL SCHOOL,All Students,5,3,0,0.6,0
2019-20,School,WESTCHESTER,MOUNT PLEASANT COTTAGE SCHOOL,All Students,17,3,5,0.176470588,0.294117647
2019-20,School,WESTCHESTER,MOUNT PLEASANT COTTAGE SCHOOL,All Students,17,3,5,0.176470588,0.294117647
2019-20,School,WESTCHESTER,EDENWALD SCHOOL,All Students,10,3,2,0.3,0.2
2019-20,School,WESTCHESTER,EDENWALD SCHOOL,All Students,10,3,2,0.3,0.2
2019-20,School,KINGS,W E B DUBOIS ACADEMIC HIGH SCHOOL,All Students,9,4,5,0.444444444,0.555555556
2019-20,School,KINGS,W E B DUBOIS ACADEMIC HIGH SCHOOL,All Students,9,4,5,0.444444444,0.555555556
2019-20,School,WESTCHESTER,GREENBURGH ELEVEN HIGH SCHOOL,All Students,8,4,3,0.5,0.375
2019-20,School,WESTCHESTER,LINDEN HILL SCHOOL,All Students,7,4,3,0.571428571,0.428571429
2019-20,School,WESTCHESTER,LINDEN HILL SCHOOL,All Students,7,4,3,0.571428571,0.428571429
2019-20,School,WESTCHESTER,MOUNT VERNON STEAM ACADEMY,All Students,5,4,0,0.8,0
2019-20,School,WESTCHESTER,MOUNT VERNON STEAM ACADEMY,All Students,5,4,0,0.8,0
2019-20,School,DELAWARE,ANDES CENTRAL SCHOOL,All Students,6,5,1,0.833333333,0.166666667
2019-20,School,DELAWARE,ANDES CENTRAL SCHOOL,All Students,6,5,1,0.833333333,0.166666667
2019-20,School,ESSEX,NEWCOMB CENTRAL SCHOOL,All Students,5,5,0,1,0
2019-20,School,ESSEX,NEWCOMB CENTRAL SCHOOL,All Students,5,5,0,1,0
2019-20,School,BRONX,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD STUDIES,All Students,20,5,12,0.25,0.6
2019-20,School,BRONX,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD STUDIES,All Students,20,5,12,0.25,0.6
2019-20,School,QUEENS,NORTH QUEENS COMMUNITY HIGH SCHOOL,All Students,58,5,6,0.086206897,0.103448276
2019-20,School,ROCKLAND,BIRCHWOOD SCHOOL,All Students,7,5,0,0.714285714,0
2019-20,School,ROCKLAND,BIRCHWOOD SCHOOL,All Students,7,5,0,0.714285714,0
2019-20,School,WESTCHESTER,GREENBURGH ELEVEN HIGH SCHOOL,All Students,11,5,4,0.454545455,0.363636364
2019-20,School,WESTCHESTER,GREENBURGH ELEVEN HIGH SCHOOL,All Students,11,5,4,0.454545455,0.363636364
2019-20,School,ESSEX,NEWCOMB CENTRAL SCHOOL,All Students,6,6,0,1,0
2019-20,School,ESSEX,NEWCOMB CENTRAL SCHOOL,All Students,6,6,0,1,0
2019-20,School,MONROE,ROCHESTER CAREER MENTORING CHARTER SCHOOL,All Students,7,6,1,0.857142857,0.142857143
2019-20,School,MONROE,ROCHESTER CAREER MENTORING CHARTER SCHOOL,All Students,7,6,1,0.857142857,0.142857143
2019-20,School,NEW YORK,INNOVATION DIPLOMA PLUS,All Students,71,6,4,0.084507042,0.056338028
2019-20,School,BRONX,NEW DIRECTIONS SECONDARY SCHOOL,All Students,20,6,13,0.3,0.65
2019-20,School,BRONX,NEW DIRECTIONS SECONDARY SCHOOL,All Students,20,6,13,0.3,0.65
2019-20,School,QUEENS,VOYAGES PREPARATORY,All Students,102,6,0,0.058823529,0
2019-20,School,TOMPKINS,GEORGE JUNIOR REPUBLIC SCHOOL,All Students,12,6,4,0.5,0.333333333
2019-20,School,TOMPKINS,GEORGE JUNIOR REPUBLIC SCHOOL,All Students,12,6,4,0.5,0.333333333
2019-20,School,ESSEX,MINERVA CENTRAL SCHOOL,All Students,7,7,0,1,0
2019-20,School,ESSEX,MINERVA CENTRAL SCHOOL,All Students,7,7,0,1,0
2019-20,School,ESSEX,MINERVA CENTRAL SCHOOL,All Students,7,7,0,1,0
2019-20,School,ESSEX,MINERVA CENTRAL SCHOOL,All Students,7,7,0,1,0
2019-20,School,HAMILTON,INDIAN LAKE CENTRAL SCHOOL,All Students,10,7,2,0.7,0.2
2019-20,School,HAMILTON,INDIAN LAKE CENTRAL SCHOOL,All Students,10,7,2,0.7,0.2
2019-20,School,NEW YORK,INNOVATION DIPLOMA PLUS,All Students,71,7,4,0.098591549,0.056338028
2019-20,School,BRONX,BRONX HAVEN HIGH SCHOOL,All Students,74,7,7,0.094594595,0.094594595
2019-20,School,KINGS,WEST BROOKLYN COMMUNITY HIGH SCHOOL,All Students,108,7,6,0.064814815,0.055555556
2019-20,School,QUEENS,VOYAGES PREPARATORY,All Students,102,7,0,0.068627451,0
2019-20,School,TOMPKINS,GEORGE JUNIOR REPUBLIC SCHOOL,All Students,17,7,9,0.411764706,0.529411765
2019-20,School,TOMPKINS,GEORGE JUNIOR REPUBLIC SCHOOL,All Students,17,7,9,0.411764706,0.529411765
2019-20,School,WESTCHESTER,NELSON R MANDELA/DR HOSEA ZOLLICOFFER HIGH SCHOOL,All Students,17,7,10,0.411764706,0.588235294
2019-20,School,WESTCHESTER,NELSON R MANDELA/DR HOSEA ZOLLICOFFER HIGH SCHOOL,All Students,17,7,10,0.411764706,0.588235294
2019-20,School,ESSEX,KEENE CENTRAL SCHOOL,All Students,8,8,0,1,0
2019-20,School,ESSEX,KEENE CENTRAL SCHOOL,All Students,8,8,0,1,0
2019-20,School,ESSEX,NEWCOMB CENTRAL SCHOOL,All Students,8,8,0,1,0
2019-20,School,ESSEX,NEWCOMB CENTRAL SCHOOL,All Students,8,8,0,1,0
2019-20,School,HAMILTON,INDIAN LAKE CENTRAL SCHOOL,All Students,8,8,0,1,0
2019-20,School,HAMILTON,INDIAN LAKE CENTRAL SCHOOL,All Students,9,8,0,0.888888889,0
2019-20,School,HAMILTON,INDIAN LAKE CENTRAL SCHOOL,All Students,8,8,0,1,0
2019-20,School,HAMILTON,INDIAN LAKE CENTRAL SCHOOL,All Students,9,8,0,0.888888889,0
2019-20,School,NEW YORK,SATELLITE ACADEMY,All Students,91,8,12,0.087912088,0.131868132
2019-20,School,NEW YORK,SATELLITE ACADEMY,All Students,91,8,12,0.087912088,0.131868132
2019-20,School,QUEENS,NORTH QUEENS COMMUNITY HIGH SCHOOL,All Students,58,8,6,0.137931034,0.103448276
2019-20,School,STEUBEN,CORNING PAINTED POST ALTERNATIVE HIGH SCHOOL,All Students,13,8,5,0.615384615,0.384615385
2019-20,School,STEUBEN,CORNING PAINTED POST ALTERNATIVE HIGH SCHOOL,All Students,13,8,5,0.615384615,0.384615385
2019-20,School,SUFFOLK,FISHERS ISLAND SCHOOL,All Students,8,8,0,1,0
2019-20,School,SUFFOLK,FISHERS ISLAND SCHOOL,All Students,8,8,0,1,0
2019-20,School,ALBANY,HEATLY SCHOOL,All Students,14,9,5,0.642857143,0.357142857
2019-20,School,ALBANY,HEATLY SCHOOL,All Students,14,9,5,0.642857143,0.357142857
2019-20,School,DELAWARE,ANDES CENTRAL SCHOOL,All Students,9,9,0,1,0
2019-20,School,DELAWARE,ANDES CENTRAL SCHOOL,All Students,9,9,0,1,0
2019-20,School,DELAWARE,ANDES CENTRAL SCHOOL,All Students,9,9,0,1,0
2019-20,School,DELAWARE,ANDES CENTRAL SCHOOL,All Students,9,9,0,1,0
2019-20,School,ERIE,PINE HILL EDUCATION CENTER,All Students,14,9,4,0.642857143,0.285714286
2019-20,School,ERIE,PINE HILL EDUCATION CENTER,All Students,14,9,4,0.642857143,0.285714286
2019-20,School,ESSEX,MOUNTAIN VIEW CAMPUS,All Students,14,9,5,0.642857143,0.357142857
2019-20,School,ESSEX,MOUNTAIN VIEW CAMPUS,All Students,14,9,5,0.642857143,0.357142857
2019-20,School,HAMILTON,LONG LAKE CENTRAL SCHOOL,All Students,10,9,1,0.9,0.1
2019-20,School,HAMILTON,LONG LAKE CENTRAL SCHOOL,All Students,10,9,1,0.9,0.1
2019-20,School,NEW YORK,HARVEY MILK HIGH SCHOOL,All Students,31,9,4,0.290322581,0.129032258
2019-20,School,NEW YORK,ACADEMY FOR SOCIAL ACTION-A COLLEGE BOARD SCHOOL,All Students,19,9,7,0.473684211,0.368421053
2019-20,School,NEW YORK,ACADEMY FOR SOCIAL ACTION-A COLLEGE BOARD SCHOOL,All Students,19,9,7,0.473684211,0.368421053
2019-20,School,BRONX,BRONX HAVEN HIGH SCHOOL,All Students,74,9,7,0.121621622,0.094594595
2019-20,School,BRONX,BRONX ARENA HIGH SCHOOL,All Students,55,9,4,0.163636364,0.072727273
2019-20,School,KINGS,BROOKLYN ACADEMY HIGH SCHOOL,All Students,69,9,6,0.130434783,0.086956522
2019-20,School,ROCKLAND,BIRCHWOOD SCHOOL,All Students,12,9,3,0.75,0.25
2019-20,School,ROCKLAND,BIRCHWOOD SCHOOL,All Students,12,9,3,0.75,0.25
2019-20,School,SCHOHARIE,SHARON SPRINGS CENTRAL SCHOOL,All Students,10,9,1,0.9,0.1
2019-20,School,SCHOHARIE,SHARON SPRINGS CENTRAL SCHOOL,All Students,10,9,1,0.9,0.1
2019-20,School,STEUBEN,CORNING PAINTED POST ALTERNATIVE HIGH SCHOOL,All Students,18,9,2,0.5,0.111111111
2019-20,School,STEUBEN,CORNING PAINTED POST ALTERNATIVE HIGH SCHOOL,All Students,18,9,2,0.5,0.111111111
2019-20,School,SUFFOLK,FISHERS ISLAND SCHOOL,All Students,10,9,0,0.9,0
2019-20,School,SUFFOLK,FISHERS ISLAND SCHOOL,All Students,10,9,0,0.9,0
2019-20,School,CATTARAUGUS,WEST VALLEY CENTRAL SCHOOL,All Students,10,10,0,1,0
2019-20,School,CATTARAUGUS,WEST VALLEY CENTRAL SCHOOL,All Students,10,10,0,1,0
2019-20,School,ESSEX,KEENE CENTRAL SCHOOL,All Students,10,10,0,1,0
2019-20,School,ESSEX,KEENE CENTRAL SCHOOL,All Students,10,10,0,1,0
2019-20,School,NASSAU,VILLAGE SCHOOL,All Students,10,10,0,1,0
2019-20,School,NASSAU,VILLAGE SCHOOL,All Students,10,10,0,1,0
2019-20,School,NEW YORK,HARVEY MILK HIGH SCHOOL,All Students,31,10,4,0.322580645,0.129032258
2019-20,School,KINGS,BEDFORD STUYVESANT PREPRETORY HIGH SCHOOL,All Students,19,10,7,0.526315789,0.368421053
2019-20,School,KINGS,BEDFORD STUYVESANT PREPRETORY HIGH SCHOOL,All Students,19,10,7,0.526315789,0.368421053
2019-20,School,KINGS,W E B DUBOIS ACADEMIC HIGH SCHOOL,All Students,27,10,15,0.37037037,0.555555556
2019-20,School,KINGS,W E B DUBOIS ACADEMIC HIGH SCHOOL,All Students,27,10,15,0.37037037,0.555555556
2019-20,School,STEUBEN,CORNING PAINTED POST ALTERNATIVE HIGH SCHOOL,All Students,14,10,4,0.714285714,0.285714286
2019-20,School,STEUBEN,CORNING PAINTED POST ALTERNATIVE HIGH SCHOOL,All Students,14,10,4,0.714285714,0.285714286
2019-20,School,DELAWARE,DOWNSVILLE CENTRAL SCHOOL,All Students,11,11,0,1,0
2019-20,School,DELAWARE,DOWNSVILLE CENTRAL SCHOOL,All Students,11,11,0,1,0
2019-20,School,DELAWARE,ROXBURY CENTRAL SCHOOL,All Students,11,11,0,1,0
2019-20,School,DELAWARE,ROXBURY CENTRAL SCHOOL,All Students,12,11,0,0.916666667,0
2019-20,School,DELAWARE,ROXBURY CENTRAL SCHOOL,All Students,11,11,0,1,0
2019-20,School,DELAWARE,ROXBURY CENTRAL SCHOOL,All Students,12,11,0,0.916666667,0
2019-20,School,NASSAU,CASTLETON ACADEMY HIGH SCHOOL OF OCEANSIDE,All Students,14,11,1,0.785714286,0.071428571
2019-20,School,NASSAU,CASTLETON ACADEMY HIGH SCHOOL OF OCEANSIDE,All Students,14,11,1,0.785714286,0.071428571
2019-20,School,BRONX,NEW DIRECTIONS SECONDARY SCHOOL,All Students,61,11,36,0.180327869,0.590163934
2019-20,School,ALLEGANY,CANASERAGA SCHOOL,All Students,16,12,4,0.75,0.25
2019-20,School,ALLEGANY,CANASERAGA SCHOOL,All Students,17,12,3,0.705882353,0.176470588
2019-20,School,ALLEGANY,CANASERAGA SCHOOL,All Students,16,12,4,0.75,0.25
2019-20,School,ALLEGANY,CANASERAGA SCHOOL,All Students,17,12,3,0.705882353,0.176470588
2019-20,School,ERIE,ACADEMY SCHOOL AT 4,All Students,84,12,57,0.142857143,0.678571429
2019-20,School,ERIE,ACADEMY SCHOOL AT 4,All Students,84,12,57,0.142857143,0.678571429
2019-20,School,ESSEX,WILLSBORO CENTRAL SCHOOL,All Students,13,12,1,0.923076923,0.076923077
2019-20,School,ESSEX,WILLSBORO CENTRAL SCHOOL,All Students,13,12,1,0.923076923,0.076923077
2019-20,School,ESSEX,WESTPORT CENTRAL SCHOOL,All Students,12,12,0,1,0
2019-20,School,ESSEX,WESTPORT CENTRAL SCHOOL,All Students,12,12,0,1,0
2019-20,School,HAMILTON,WELLS SCHOOL,All Students,12,12,0,1,0
2019-20,School,HAMILTON,WELLS SCHOOL,All Students,12,12,0,1,0
2019-20,School,NASSAU,CASTLETON ACADEMY HIGH SCHOOL OF OCEANSIDE,All Students,16,12,0,0.75,0
2019-20,School,NASSAU,CASTLETON ACADEMY HIGH SCHOOL OF OCEANSIDE,All Students,16,12,0,0.75,0
2019-20,School,BRONX,BRONX ARENA HIGH SCHOOL,All Students,55,12,4,0.218181818,0.072727273
2019-20,School,BRONX,NEW DIRECTIONS SECONDARY SCHOOL,All Students,61,12,36,0.196721311,0.590163934
2019-20,School,BRONX,BRONX REGIONAL HIGH SCHOOL,All Students,84,12,5,0.142857143,0.05952381
2019-20,School,KINGS,BROOKLYN ACADEMY HIGH SCHOOL,All Students,69,12,6,0.173913043,0.086956522
2019-20,School,KINGS,NEW DAWN CHARTER HIGH SCHOOL,All Students,116,12,4,0.103448276,0.034482759
2019-20,School,KINGS,LIBERATION DIPLOMA PLUS HIGH SCHOOL,All Students,80,12,3,0.15,0.0375
2019-20,School,KINGS,URBAN DOVE TEAM CHARTER SCHOOL,All Students,113,12,9,0.10619469,0.079646018
2019-20,School,SUFFOLK,BRIDGEHAMPTON SCHOOL,All Students,14,12,1,0.857142857,0.071428571
2019-20,School,SUFFOLK,BRIDGEHAMPTON SCHOOL,All Students,14,12,1,0.857142857,0.071428571
2019-20,School,ERIE,ACADEMY SCHOOL AT 4,All Students,69,13,35,0.188405797,0.507246377
2019-20,School,NEW YORK,HARVEY MILK HIGH SCHOOL,All Students,30,13,8,0.433333333,0.266666667
2019-20,School,BRONX,ROADS CHARTER SCHOOL II,All Students,113,13,50,0.115044248,0.442477876
2019-20,School,KINGS,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,All Students,62,13,15,0.209677419,0.241935484
2019-20,School,KINGS,SOUTH BROOKLYN COMMUNITY HS FOR LEADERSHIP,All Students,62,13,2,0.209677419,0.032258065
2019-20,School,KINGS,ROADS CHARTER SCHOOL 1,All Students,71,13,10,0.183098592,0.14084507
2019-20,School,RICHMOND,CONCORD HIGH SCHOOL,All Students,69,13,5,0.188405797,0.072463768
2019-20,School,RICHMOND,CONCORD HIGH SCHOOL,All Students,69,13,5,0.188405797,0.072463768
2019-20,School,ORANGE,GEORGE F BAKER HIGH SCHOOL,All Students,13,13,0,1,0
2019-20,School,ORANGE,GEORGE F BAKER HIGH SCHOOL,All Students,13,13,0,1,0
2019-20,School,ALLEGANY,WHITESVILLE CENTRAL SCHOOL,All Students,15,14,0,0.933333333,0
2019-20,School,ALLEGANY,WHITESVILLE CENTRAL SCHOOL,All Students,15,14,0,0.933333333,0
2019-20,School,DELAWARE,STAMFORD CENTRAL SCHOOL,All Students,18,14,1,0.777777778,0.055555556
2019-20,School,DELAWARE,STAMFORD CENTRAL SCHOOL,All Students,18,14,1,0.777777778,0.055555556
2019-20,School,ERIE,ACADEMY SCHOOL AT 4,All Students,69,14,35,0.202898551,0.507246377
2019-20,School,ESSEX,WESTPORT CENTRAL SCHOOL,All Students,15,14,1,0.933333333,0.066666667
2019-20,School,ESSEX,WESTPORT CENTRAL SCHOOL,All Students,15,14,1,0.933333333,0.066666667
2019-20,School,MADISON,BROOKFIELD CENTRAL SCHOOL,All Students,16,14,1,0.875,0.0625
2019-20,School,MADISON,BROOKFIELD CENTRAL SCHOOL,All Students,16,14,1,0.875,0.0625
2019-20,School,NEW YORK,URBAN ACADEMY LABORATORY HIGH SCHOOL,All Students,36,14,0,0.388888889,0
2019-20,School,NEW YORK,URBAN ACADEMY LABORATORY HIGH SCHOOL,All Students,36,14,0,0.388888889,0
2019-20,School,NEW YORK,HARVEY MILK HIGH SCHOOL,All Students,30,14,8,0.466666667,0.266666667
2019-20,School,KINGS,SOUTH BROOKLYN COMMUNITY HS FOR LEADERSHIP,All Students,62,14,2,0.225806452,0.032258065
2019-20,School,KINGS,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,All Students,95,14,17,0.147368421,0.178947368
2019-20,School,SAINT LAWRENCE,HAMMOND CENTRAL SCHOOL,All Students,18,14,2,0.777777778,0.111111111
2019-20,School,SAINT LAWRENCE,HAMMOND CENTRAL SCHOOL,All Students,18,14,2,0.777777778,0.111111111
