report_school_year,aggregation_type,county_name,school_name,subgroup_name,enroll_cnt,grad_cnt,drop_cnt,grad_pct,drop_pct
2019-20,School,NEW YORK,FREDERICK DOUGLAS ACADEMY II SECONDARY SCHOOL,All Students,74,63,10,0.851351351,0.135135135
2019-20,School,NEW YORK,ESPERANZA PREPATORY ACADEMY,All Students,83,63,11,0.759036145,0.13253012
2019-20,School,NEW YORK,DEMOCRACY PREPARATORY CHARTER SCHOOL,All Students,64,63,1,0.984375,0.015625
2019-20,School,NEW YORK,DEMOCRACY PREPARATORY CHARTER SCHOOL,All Students,64,63,1,0.984375,0.015625
2019-20,School,BRONX,ARCHIMEDES ACADEMY FOR MATH  SCIENCE AND TECHNOLOGY APPLICAT,All Students,84,63,10,0.75,0.119047619
2019-20,School,BRONX,HYDE LEADERSHIP CHARTER SCHOOL,All Students,66,63,1,0.954545455,0.015151515
2019-20,School,BRONX,HYDE LEADERSHIP CHARTER SCHOOL,All Students,66,63,1,0.954545455,0.015151515
2019-20,School,BRONX,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX,All Students,67,63,2,0.940298507,0.029850746
2019-20,School,BRONX,BRONX EARLY COLLEGE ACADEMY FOR TEACHING AND LEARNING,All Students,63,63,0,1,0
2019-20,School,BRONX,BRONX EARLY COLLEGE ACADEMY FOR TEACHING AND LEARNING,All Students,63,63,0,1,0
2019-20,School,BRONX,ACADEMY FOR LANGUAGE AND TECHNOLOGY,All Students,65,63,0,0.969230769,0
2019-20,School,BRONX,ACADEMY FOR LANGUAGE AND TECHNOLOGY,All Students,65,63,0,0.969230769,0
2019-20,School,BRONX,BRONX AEROSPACE ACADEMY,All Students,85,63,19,0.741176471,0.223529412
2019-20,School,BRONX,METROPOLITAN HIGH SCHOOL (THE),All Students,99,63,32,0.636363636,0.323232323
2019-20,School,BRONX,METROPOLITAN HIGH SCHOOL (THE),All Students,99,63,32,0.636363636,0.323232323
2019-20,School,BRONX,THE CINEMA SCHOOL,All Students,70,63,7,0.9,0.1
2019-20,School,BRONX,THE CINEMA SCHOOL,All Students,70,63,7,0.9,0.1
2019-20,School,KINGS,NELSON MANDELA HIGH SCHOOL,All Students,70,63,3,0.9,0.042857143
2019-20,School,KINGS,NELSON MANDELA HIGH SCHOOL,All Students,70,63,3,0.9,0.042857143
2019-20,School,KINGS,HIGH SCHOOL FOR SERVICE AND LEARNING AT ERASMUS,All Students,77,63,13,0.818181818,0.168831169
2019-20,School,KINGS,HIGH SCHOOL FOR SERVICE AND LEARNING AT ERASMUS,All Students,77,63,13,0.818181818,0.168831169
2019-20,School,KINGS,ACADEMY FOR HEALTH CAREERS,All Students,74,63,10,0.851351351,0.135135135
2019-20,School,KINGS,ACADEMY FOR HEALTH CAREERS,All Students,74,63,10,0.851351351,0.135135135
2019-20,School,KINGS,URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTHCARE,All Students,73,63,8,0.863013699,0.109589041
2019-20,School,KINGS,URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTHCARE,All Students,73,63,8,0.863013699,0.109589041
2019-20,School,KINGS,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,All Students,66,63,1,0.954545455,0.015151515
2019-20,School,KINGS,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,All Students,66,63,1,0.954545455,0.015151515
2019-20,School,KINGS,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,All Students,65,63,1,0.969230769,0.015384615
2019-20,School,KINGS,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,All Students,65,63,1,0.969230769,0.015384615
2019-20,School,KINGS,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,All Students,69,63,2,0.913043478,0.028985507
2019-20,School,KINGS,BROOKLYN COLLEGIATE-A COLLEGE BOARD SCHOOL,All Students,68,63,4,0.926470588,0.058823529
2019-20,School,KINGS,BROOKLYN COLLEGIATE-A COLLEGE BOARD SCHOOL,All Students,68,63,4,0.926470588,0.058823529
2019-20,School,KINGS,LEADERSHIP PREPARATORY OCEAN HILL CHARTER SCHOOL,All Students,63,63,0,1,0
2019-20,School,KINGS,LEADERSHIP PREPARATORY OCEAN HILL CHARTER SCHOOL,All Students,63,63,0,1,0
2019-20,School,QUEENS,ROCKAWAY COLLEGIATE HIGH SCHOOL,All Students,78,63,12,0.807692308,0.153846154
2019-20,School,QUEENS,ROCKAWAY COLLEGIATE HIGH SCHOOL,All Students,78,63,12,0.807692308,0.153846154
2019-20,School,QUEENS,CAMBRIA HEIGHTS ACADEMY,All Students,72,63,1,0.875,0.013888889
2019-20,School,ONONDAGA,ONONDAGA HIGH SCHOOL,All Students,67,63,3,0.940298507,0.044776119
2019-20,School,ONONDAGA,ONONDAGA HIGH SCHOOL,All Students,67,63,3,0.940298507,0.044776119
2019-20,School,SAINT LAWRENCE,NORWOOD -NORFOLK SCHOOL,All Students,71,63,8,0.887323944,0.112676056
2019-20,School,SAINT LAWRENCE,NORWOOD -NORFOLK SCHOOL,All Students,71,63,8,0.887323944,0.112676056
2019-20,School,SCHOHARIE,SCHOHARIE HIGH SCHOOL,All Students,71,63,3,0.887323944,0.042253521
2019-20,School,STEUBEN,CAMPBELL-SAVONA JUNIOR/SENIOR HIGH SCHOOL,All Students,64,63,1,0.984375,0.015625
2019-20,School,STEUBEN,CAMPBELL-SAVONA JUNIOR/SENIOR HIGH SCHOOL,All Students,64,63,1,0.984375,0.015625
2019-20,School,WARREN,WARRENSBURG JUNIOR-SENIOR HIGH SCHOOL,All Students,67,63,4,0.940298507,0.059701493
2019-20,School,WARREN,WARRENSBURG JUNIOR-SENIOR HIGH SCHOOL,All Students,67,63,4,0.940298507,0.059701493
2019-20,School,WAYNE,MARION JUNIOR-SENIOR HIGH SCHOOL,All Students,67,63,4,0.940298507,0.059701493
2019-20,School,WAYNE,MARION JUNIOR-SENIOR HIGH SCHOOL,All Students,67,63,4,0.940298507,0.059701493
2019-20,School,WAYNE,WILLIAMSON SENIOR HIGH SCHOOL,All Students,74,63,10,0.851351351,0.135135135
2019-20,School,WAYNE,WILLIAMSON SENIOR HIGH SCHOOL,All Students,74,63,10,0.851351351,0.135135135
2019-20,School,WYOMING,WARSAW MIDDLE/SENIOR HIGH SCHOOL,All Students,63,63,0,1,0
2019-20,School,WYOMING,WARSAW MIDDLE/SENIOR HIGH SCHOOL,All Students,63,63,0,1,0
2019-20,School,ALBANY,BERNE-KNOX-WESTERLO JUNIOR-SENIOR HIGH SCHOOL,All Students,67,64,1,0.955223881,0.014925373
2019-20,School,ALBANY,BERNE-KNOX-WESTERLO JUNIOR-SENIOR HIGH SCHOOL,All Students,67,64,1,0.955223881,0.014925373
2019-20,School,CHAUTAUQUA,MAPLE GROVE HIGH SCHOOL,All Students,70,64,5,0.914285714,0.071428571
2019-20,School,CHAUTAUQUA,MAPLE GROVE HIGH SCHOOL,All Students,70,64,5,0.914285714,0.071428571
2019-20,School,CHENANGO,BAINBRIDGE-GUILFORD HIGH SCHOOL,All Students,68,64,3,0.941176471,0.044117647
2019-20,School,CHENANGO,BAINBRIDGE-GUILFORD HIGH SCHOOL,All Students,68,64,3,0.941176471,0.044117647
2019-20,School,DELAWARE,WALTON HIGH SCHOOL,All Students,69,64,5,0.927536232,0.072463768
2019-20,School,DELAWARE,WALTON HIGH SCHOOL,All Students,69,64,5,0.927536232,0.072463768
2019-20,School,DUTCHESS,STISSING MOUNTAIN HIGH SCHOOL,All Students,70,64,6,0.914285714,0.085714286
2019-20,School,DUTCHESS,STISSING MOUNTAIN HIGH SCHOOL,All Students,70,64,6,0.914285714,0.085714286
2019-20,School,ERIE,HOLLAND JUNIOR/SENIOR HIGH SCHOOL,All Students,68,64,3,0.941176471,0.044117647
2019-20,School,ERIE,HOLLAND JUNIOR/SENIOR HIGH SCHOOL,All Students,68,64,3,0.941176471,0.044117647
2019-20,School,FULTON,MAYFIELD HIGH SCHOOL,All Students,68,64,2,0.941176471,0.029411765
2019-20,School,FULTON,MAYFIELD HIGH SCHOOL,All Students,68,64,2,0.941176471,0.029411765
2019-20,School,LEWIS,SOUTH LEWIS SENIOR HIGH SCHOOL,All Students,74,64,3,0.864864865,0.040540541
2019-20,School,LEWIS,SOUTH LEWIS SENIOR HIGH SCHOOL,All Students,74,64,3,0.864864865,0.040540541
2019-20,School,MONROE,LEADERSHIP ACADEMY FOR YOUNG MEN,All Students,94,64,24,0.680851064,0.255319149
2019-20,School,MONROE,LEADERSHIP ACADEMY FOR YOUNG MEN,All Students,94,64,24,0.680851064,0.255319149
2019-20,School,MONROE,LEADERSHIP ACADEMY FOR YOUNG MEN,All Students,102,64,9,0.62745098,0.088235294
2019-20,School,MONROE,TRUE NORTH ROCHESTER PREPARATORY CHARTER SCHOOL (THE),All Students,72,64,0,0.888888889,0
2019-20,School,MONROE,TRUE NORTH ROCHESTER PREPARATORY CHARTER SCHOOL (THE),All Students,72,64,0,0.888888889,0
2019-20,School,NEW YORK,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,All Students,85,64,8,0.752941176,0.094117647
2019-20,School,NEW YORK,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,All Students,81,64,15,0.790123457,0.185185185
2019-20,School,NEW YORK,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,All Students,82,64,14,0.780487805,0.170731707
2019-20,School,NEW YORK,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,All Students,82,64,14,0.780487805,0.170731707
2019-20,School,NEW YORK,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,All Students,81,64,15,0.790123457,0.185185185
2019-20,School,NEW YORK,EMMA LAZARUS HIGH SCHOOL,All Students,99,64,24,0.646464646,0.242424242
2019-20,School,NEW YORK,EMMA LAZARUS HIGH SCHOOL,All Students,99,64,24,0.646464646,0.242424242
2019-20,School,NEW YORK,INSTITUTE FOR SECONDARY EDUCATION,All Students,65,64,0,0.984615385,0
2019-20,School,NEW YORK,INSTITUTE FOR SECONDARY EDUCATION,All Students,65,64,0,0.984615385,0
2019-20,School,NEW YORK,URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,All Students,69,64,3,0.927536232,0.043478261
2019-20,School,NEW YORK,URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,All Students,69,64,3,0.927536232,0.043478261
2019-20,School,NEW YORK,FREDERICK DOUGLAS ACADEMY II SECONDARY SCHOOL,All Students,73,64,2,0.876712329,0.02739726
2019-20,School,NEW YORK,HERITAGE SCHOOL (THE),All Students,69,64,4,0.927536232,0.057971014
2019-20,School,NEW YORK,HERITAGE SCHOOL (THE),All Students,69,64,4,0.927536232,0.057971014
2019-20,School,NEW YORK,HIGH SCHOOL FOR HEALTH CAREERS & SCIENCES,All Students,82,64,13,0.780487805,0.158536585
2019-20,School,BRONX,BRONX BRIDGES HIGH SCHOOL,All Students,83,64,19,0.771084337,0.228915663
2019-20,School,BRONX,BRONX BRIDGES HIGH SCHOOL,All Students,83,64,19,0.771084337,0.228915663
2019-20,School,BRONX,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX,All Students,67,64,2,0.955223881,0.029850746
2019-20,School,BRONX,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,All Students,83,64,14,0.771084337,0.168674699
2019-20,School,BRONX,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,All Students,83,64,14,0.771084337,0.168674699
2019-20,School,BRONX,MARIE CURIE HIGH SCH-NURSING  MEDICINE & APPLIED HLTH PROF (,All Students,107,64,11,0.598130841,0.102803738
2019-20,School,BRONX,FORDHAM HIGH SCHOOL FOR THE ARTS,All Students,67,64,1,0.955223881,0.014925373
2019-20,School,BRONX,FORDHAM HIGH SCHOOL FOR THE ARTS,All Students,67,64,1,0.955223881,0.014925373
2019-20,School,BRONX,HIGH SCHOOL FOR ENERGY AND TECHNOLOGY,All Students,80,64,9,0.8,0.1125
2019-20,School,BRONX,INTERNATIONAL LEADERSHIP CHARTER SCHOOL,All Students,71,64,4,0.901408451,0.056338028
2019-20,School,BRONX,NEW WORLD HIGH SCHOOL,All Students,68,64,4,0.941176471,0.058823529
2019-20,School,BRONX,NEW WORLD HIGH SCHOOL,All Students,68,64,4,0.941176471,0.058823529
2019-20,School,BRONX,BRONX AEROSPACE ACADEMY,All Students,85,64,19,0.752941176,0.223529412
2019-20,School,BRONX,METROPOLITAN SOUNDVIEW HIGH SCHOOL (THE),All Students,87,64,10,0.735632184,0.114942529
2019-20,School,KINGS,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,All Students,77,64,13,0.831168831,0.168831169
2019-20,School,KINGS,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,All Students,77,64,13,0.831168831,0.168831169
2019-20,School,KINGS,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN,All Students,68,64,4,0.941176471,0.058823529
2019-20,School,KINGS,AUTOMOTIVE HIGH SCHOOL,All Students,86,64,11,0.744186047,0.127906977
2019-20,School,KINGS,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,All Students,80,64,13,0.8,0.1625
2019-20,School,KINGS,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,All Students,80,64,13,0.8,0.1625
2019-20,School,ONONDAGA,ONONDAGA HIGH SCHOOL,All Students,66,64,1,0.96969697,0.015151515
2019-20,School,ONONDAGA,ONONDAGA HIGH SCHOOL,All Students,66,64,1,0.96969697,0.015151515
2019-20,School,SCHUYLER,ODESSA-MONTOUR MIDDLE/HIGH SCHOOL,All Students,67,64,2,0.955223881,0.029850746
2019-20,School,SCHUYLER,ODESSA-MONTOUR MIDDLE/HIGH SCHOOL,All Students,67,64,2,0.955223881,0.029850746
2019-20,School,ALBANY,ALBANY LEADERSHIP CHARTER HIGH SCHOOL FOR GIRLS,All Students,68,65,3,0.955882353,0.044117647
2019-20,School,ALBANY,ALBANY LEADERSHIP CHARTER HIGH SCHOOL FOR GIRLS,All Students,68,65,3,0.955882353,0.044117647
2019-20,School,BROOME,HARPURSVILLE JUNIOR-SENIOR HIGH SCHOOL,All Students,71,65,4,0.915492958,0.056338028
2019-20,School,BROOME,HARPURSVILLE JUNIOR-SENIOR HIGH SCHOOL,All Students,71,65,4,0.915492958,0.056338028
2019-20,School,CHEMUNG,THOMAS A. EDISON HIGH SCHOOL,All Students,77,65,10,0.844155844,0.12987013
2019-20,School,CHEMUNG,THOMAS A. EDISON HIGH SCHOOL,All Students,77,65,10,0.844155844,0.12987013
2019-20,School,CHENANGO,GREENE HIGH SCHOOL,All Students,71,65,6,0.915492958,0.084507042
2019-20,School,CHENANGO,GREENE HIGH SCHOOL,All Students,71,65,6,0.915492958,0.084507042
2019-20,School,COLUMBIA,CHATHAM HIGH SCHOOL,All Students,67,65,2,0.970149254,0.029850746
2019-20,School,COLUMBIA,CHATHAM HIGH SCHOOL,All Students,67,65,2,0.970149254,0.029850746
2019-20,School,DUTCHESS,MILLBROOK HIGH SCHOOL,All Students,66,65,0,0.984848485,0
2019-20,School,DUTCHESS,MILLBROOK HIGH SCHOOL,All Students,66,65,0,0.984848485,0
2019-20,School,ERIE,BUFFALO ACADEMY OF SCIENCE CHARTER SCHOOL,All Students,68,65,1,0.955882353,0.014705882
2019-20,School,ERIE,BUFFALO ACADEMY OF SCIENCE CHARTER SCHOOL,All Students,68,65,1,0.955882353,0.014705882
2019-20,School,HERKIMER,HERKIMER HIGH SCHOOL,All Students,72,65,5,0.902777778,0.069444444
2019-20,School,HERKIMER,HERKIMER HIGH SCHOOL,All Students,72,65,5,0.902777778,0.069444444
2019-20,School,HERKIMER,JAMES A GREEN HIGH SCHOOL,All Students,70,65,5,0.928571429,0.071428571
2019-20,School,HERKIMER,JAMES A GREEN HIGH SCHOOL,All Students,70,65,5,0.928571429,0.071428571
2019-20,School,MONROE,EAST ROCHESTER JUNIOR-SENIOR HIGH SCHOOL,All Students,72,65,6,0.902777778,0.083333333
2019-20,School,MONROE,EAST ROCHESTER JUNIOR-SENIOR HIGH SCHOOL,All Students,72,65,6,0.902777778,0.083333333
2019-20,School,NEW YORK,HIGH SCHOOL FOR HISTORY AND COMMUNICATIONS,All Students,69,65,2,0.942028986,0.028985507
2019-20,School,NEW YORK,HIGH SCHOOL FOR HISTORY AND COMMUNICATIONS,All Students,67,65,1,0.970149254,0.014925373
2019-20,School,NEW YORK,HIGH SCHOOL FOR HISTORY AND COMMUNICATIONS,All Students,69,65,2,0.942028986,0.028985507
2019-20,School,NEW YORK,HIGH SCHOOL FOR HISTORY AND COMMUNICATIONS,All Students,67,65,1,0.970149254,0.014925373
2019-20,School,NEW YORK,INSTITUTE FOR SECONDARY EDUCATION,All Students,66,65,0,0.984848485,0
2019-20,School,NEW YORK,REPERTORY SCHOOL,All Students,65,65,0,1,0
2019-20,School,NEW YORK,REPERTORY SCHOOL,All Students,65,65,0,1,0
2019-20,School,NEW YORK,HUMANITIES PREPARATORY SCHOOL,All Students,69,65,0,0.942028986,0
2019-20,School,NEW YORK,KIPP INFINITY CHARTER SCHOOL,All Students,74,65,7,0.878378378,0.094594595
2019-20,School,NEW YORK,KIPP INFINITY CHARTER SCHOOL,All Students,74,65,7,0.878378378,0.094594595
2019-20,School,NEW YORK,INWOOD EARLY COLLEGE FOR HEALTH AND INFORMATION TECHNOLOGIES,All Students,89,65,4,0.730337079,0.04494382
2019-20,School,NEW YORK,HIGH SCHOOL FOR HEALTH CAREERS & SCIENCES,All Students,82,65,13,0.792682927,0.158536585
2019-20,School,BRONX,ARCHIMEDES ACADEMY FOR MATH  SCIENCE AND TECHNOLOGY APPLICAT,All Students,84,65,9,0.773809524,0.107142857
2019-20,School,BRONX,EAGLE ACADEMY FOR YOUNG MEN,All Students,78,65,13,0.833333333,0.166666667
2019-20,School,BRONX,EAGLE ACADEMY FOR YOUNG MEN,All Students,78,65,13,0.833333333,0.166666667
2019-20,School,BRONX,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,All Students,79,65,1,0.82278481,0.012658228
2019-20,School,BRONX,WEST BRONX ACADEMY FOR THE FUTURE,All Students,77,65,8,0.844155844,0.103896104
2019-20,School,BRONX,INTERNATIONAL LEADERSHIP CHARTER SCHOOL,All Students,71,65,3,0.915492958,0.042253521
2019-20,School,BRONX,BRONX ACADEMY OF HEALTH CAREERS,All Students,77,65,6,0.844155844,0.077922078
2019-20,School,BRONX,METROPOLITAN HIGH SCHOOL (THE),All Students,90,65,18,0.722222222,0.2
2019-20,School,BRONX,METROPOLITAN HIGH SCHOOL (THE),All Students,90,65,18,0.722222222,0.2
2019-20,School,BRONX,DR RICHARD IZQUIERDO HEALTH AND SCIENCE CHARTER SCHOOL,All Students,68,65,2,0.955882353,0.029411765
2019-20,School,BRONX,DR RICHARD IZQUIERDO HEALTH AND SCIENCE CHARTER SCHOOL,All Students,68,65,2,0.955882353,0.029411765
2019-20,School,KINGS,SECONDARY SCHOOL FOR LAW,All Students,79,65,13,0.82278481,0.164556962
2019-20,School,KINGS,SECONDARY SCHOOL FOR LAW,All Students,79,65,13,0.82278481,0.164556962
2019-20,School,KINGS,BOYS & GIRLS HIGH SCHOOL,All Students,81,65,10,0.802469136,0.12345679
2019-20,School,KINGS,BOYS & GIRLS HIGH SCHOOL,All Students,81,65,10,0.802469136,0.12345679
2019-20,School,KINGS,THE SCHOOL FOR HUMAN RIGHTS,All Students,74,65,1,0.878378378,0.013513514
2019-20,School,KINGS,BROOKLYN HS FOR SCIENCE AND THE ENVIRONMENT,All Students,83,65,17,0.78313253,0.204819277
2019-20,School,KINGS,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,All Students,73,65,3,0.890410959,0.04109589
2019-20,School,KINGS,SPRING CREEK COMMUNITY SCHOOL,All Students,69,65,0,0.942028986,0
2019-20,School,KINGS,SPRING CREEK COMMUNITY SCHOOL,All Students,69,65,0,0.942028986,0
2019-20,School,KINGS,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,All Students,66,65,1,0.984848485,0.015151515
2019-20,School,KINGS,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,All Students,66,65,1,0.984848485,0.015151515
2019-20,School,KINGS,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,All Students,69,65,2,0.942028986,0.028985507
2019-20,School,QUEENS,QUEENS SCHOOL OF INQUIRY,All Students,69,65,3,0.942028986,0.043478261
2019-20,School,QUEENS,QUEENS SCHOOL OF INQUIRY,All Students,69,65,3,0.942028986,0.043478261
2019-20,School,QUEENS,FREDERICK DOUGLAS ACADEMY VI HIGH SCHOOL,All Students,109,65,37,0.596330275,0.339449541
2019-20,School,QUEENS,FREDERICK DOUGLAS ACADEMY VI HIGH SCHOOL,All Students,109,65,37,0.596330275,0.339449541
2019-20,School,ONONDAGA,ONONDAGA HIGH SCHOOL,All Students,71,65,5,0.915492958,0.070422535
2019-20,School,ONONDAGA,ONONDAGA HIGH SCHOOL,All Students,71,65,5,0.915492958,0.070422535
2019-20,School,OTSEGO,COOPERSTOWN CENTRAL HIGH SCHOOL,All Students,69,65,2,0.942028986,0.028985507
2019-20,School,OTSEGO,COOPERSTOWN CENTRAL HIGH SCHOOL,All Students,69,65,2,0.942028986,0.028985507
2019-20,School,PUTNAM,HALDANE MIDDLE/HIGH SCHOOL,All Students,68,65,2,0.955882353,0.029411765
2019-20,School,PUTNAM,HALDANE MIDDLE/HIGH SCHOOL,All Students,68,65,2,0.955882353,0.029411765
2019-20,School,WASHINGTON,GRANVILLE JUNIOR-SENIOR HIGH SCHOOL,All Students,76,65,6,0.855263158,0.078947368
2019-20,School,WASHINGTON,GRANVILLE JUNIOR-SENIOR HIGH SCHOOL,All Students,76,65,6,0.855263158,0.078947368
2019-20,School,WASHINGTON,CAMBRIDGE JUNIOR-SENIOR HIGH SCHOOL,All Students,70,65,4,0.928571429,0.057142857
2019-20,School,WASHINGTON,CAMBRIDGE JUNIOR-SENIOR HIGH SCHOOL,All Students,70,65,4,0.928571429,0.057142857
2019-20,School,WAYNE,WILLIAMSON SENIOR HIGH SCHOOL,All Students,67,65,1,0.970149254,0.014925373
2019-20,School,WAYNE,WILLIAMSON SENIOR HIGH SCHOOL,All Students,67,65,1,0.970149254,0.014925373
2019-20,School,ALLEGANY,CUBA-RUSHFORD HIGH SCHOOL,All Students,69,66,2,0.956521739,0.028985507
2019-20,School,ALLEGANY,CUBA-RUSHFORD HIGH SCHOOL,All Students,69,66,2,0.956521739,0.028985507
2019-20,School,BROOME,WHITNEY POINT SENIOR HIGH SCHOOL,All Students,73,66,3,0.904109589,0.04109589
2019-20,School,CLINTON,AUSABLE VALLEY HIGH SCHOOL,All Students,75,66,8,0.88,0.106666667
2019-20,School,CLINTON,AUSABLE VALLEY HIGH SCHOOL,All Students,75,66,8,0.88,0.106666667
2019-20,School,ESSEX,TICONDEROGA SENIOR HIGH SCHOOL,All Students,72,66,3,0.916666667,0.041666667
2019-20,School,ESSEX,TICONDEROGA SENIOR HIGH SCHOOL,All Students,72,66,3,0.916666667,0.041666667
2019-20,School,NEW YORK,INSTITUTE FOR SECONDARY EDUCATION,All Students,66,66,0,1,0
2019-20,School,NEW YORK,HUMANITIES PREPARATORY SCHOOL,All Students,69,66,0,0.956521739,0
2019-20,School,NEW YORK,HIGH SCHOOL FOR INTERNATIONAL-BUSINESS & FINANCE,All Students,77,66,2,0.857142857,0.025974026
2019-20,School,BRONX,THEATRE ARTS PRODUCTION COMPANY SCHOOL,All Students,87,66,12,0.75862069,0.137931034
2019-20,School,BRONX,WEST BRONX ACADEMY FOR THE FUTURE,All Students,77,66,7,0.857142857,0.090909091
2019-20,School,BRONX,FORDHAM LEADERSHIP ACADEMY FOR BUSINESS & TECHNOLOGY,All Students,69,66,3,0.956521739,0.043478261
2019-20,School,BRONX,FORDHAM LEADERSHIP ACADEMY FOR BUSINESS & TECHNOLOGY,All Students,69,66,3,0.956521739,0.043478261
2019-20,School,BRONX,BRONX THEATRE HS,All Students,78,66,11,0.846153846,0.141025641
2019-20,School,BRONX,BRONX THEATRE HS,All Students,78,66,11,0.846153846,0.141025641
2019-20,School,BRONX,HIGH SCHOOL FOR ENERGY AND TECHNOLOGY,All Students,80,66,9,0.825,0.1125
2019-20,School,BRONX,BRONX HEALTH SCIENCES HIGH SCHOOL,All Students,71,66,3,0.929577465,0.042253521
2019-20,School,BRONX,BRONX HEALTH SCIENCES HIGH SCHOOL,All Students,71,66,3,0.929577465,0.042253521
2019-20,School,KINGS,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,All Students,82,66,10,0.804878049,0.12195122
2019-20,School,KINGS,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,All Students,82,66,10,0.804878049,0.12195122
2019-20,School,KINGS,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN,All Students,68,66,2,0.970588235,0.029411765
2019-20,School,KINGS,SCHOOL FOR LEGAL STUDIES,All Students,81,66,7,0.814814815,0.086419753
2019-20,School,KINGS,AUTOMOTIVE HIGH SCHOOL,All Students,86,66,11,0.76744186,0.127906977
2019-20,School,KINGS,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,All Students,68,66,1,0.970588235,0.014705882
2019-20,School,KINGS,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,All Students,68,66,1,0.970588235,0.014705882
2019-20,School,KINGS,BROOKLYN HS FOR SCIENCE AND THE ENVIRONMENT,All Students,83,66,17,0.795180723,0.204819277
2019-20,School,KINGS,BROOKLYN THEATRE ARTS HIGH SCHOOL,All Students,92,66,5,0.717391304,0.054347826
2019-20,School,KINGS,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,All Students,75,66,4,0.88,0.053333333
2019-20,School,KINGS,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,All Students,75,66,4,0.88,0.053333333
2019-20,School,KINGS,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,All Students,73,66,3,0.904109589,0.04109589
2019-20,School,KINGS,ACADEMY FOR YOUNG WRITERS,All Students,70,66,2,0.942857143,0.028571429
2019-20,School,KINGS,ACADEMY FOR YOUNG WRITERS,All Students,70,66,2,0.942857143,0.028571429
2019-20,School,KINGS,SCHOOL FOR CLASSICS:  AN ACADEMY OF THINKERS  WRITERS AND PE,All Students,82,66,5,0.804878049,0.06097561
2019-20,School,KINGS,URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTHCARE,All Students,73,66,5,0.904109589,0.068493151
2019-20,School,KINGS,URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTHCARE,All Students,73,66,5,0.904109589,0.068493151
2019-20,School,KINGS,CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL,All Students,76,66,0,0.868421053,0
2019-20,School,KINGS,PROFESSIONAL PATHWAYS HIGH SCHOOL,All Students,111,66,23,0.594594595,0.207207207
2019-20,School,QUEENS,ROCKAWAY COLLEGIATE HIGH SCHOOL,All Students,85,66,9,0.776470588,0.105882353
2019-20,School,QUEENS,ROCKAWAY COLLEGIATE HIGH SCHOOL,All Students,85,66,9,0.776470588,0.105882353
2019-20,School,QUEENS,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY,All Students,128,66,46,0.515625,0.359375
2019-20,School,QUEENS,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY,All Students,128,66,46,0.515625,0.359375
2019-20,School,QUEENS,PATHWAYS COLLEGE PREPARATORY SCHOOL,All Students,73,66,3,0.904109589,0.04109589
